slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl
"hotel-h4-hotel-arcadia-locarno","H4 Hotel Arcadia Locarno","Locarno","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Lungolago Giuseppe Motta 12, 6600 Locarno","91","Numero di camere/appartamenti **91**",,"arcadia@h.hotels.com","mailto:arcadia@h.hotels.com","Family-friendly","","Valutazione su Ginto","Family-friendly | Valutazione su Ginto",,"verified-external","300","300","CHF","Conclusion: For CHF 300.00 per night incl. breakfast I am massively disappointed. The hotel has never earned 4 stars. I'm not coming back.","Marcus Röckert","Direktor","https://www.h-hotels.com/fr/h4/hotels/h4-hotel-locarno/evaluation?page=12","https://www.h-hotels.com/","https://www.myswitzerland.com/it/alloggi/h4-hotel-arcadia-locarno/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-h4-hotel-arcadia-locarno","https://www.tripadvisor.ca/Hotel_Review-g188094-d206247-Reviews-H4_Hotel_Arcadia_Locarno-Locarno_Lake_Maggiore_Canton_of_Ticino_Swiss_Alps.html"
"hotel-h4-hotel-solothurn","H4 Hotel Solothurn","Solothurn","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Schänzlistrasse 5, 4500 Solothurn","100","Numero di camere/appartamenti **100**","+41326554600","solothurn@h.hotels.com","mailto:solothurn@h.hotels.com","Business | Seminars","","Valutazione su Ginto","Business | Seminars | Valutazione su Ginto",,"verified-external","211","171.96","USD","As of Mar 8, 2026, prices found for a 1-night stay for 2 adults at H4 Hotel Solothurn on Mar 25, 2026 start from $211, including taxes and fees. This price is ...",,,,"https://www.h-hotels.com/de/h4/hotels/h4-hotel-solothurn","https://www.myswitzerland.com/it/alloggi/h4-hotel-solothurn/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-h4-hotel-solothurn","https://www.expedia.com/Solothurn-Hotels-H4-Hotel-Solothurn.h1598891.Hotel-Information"
"hotel-habitat-lago-maggiore","HABITAT Lago Maggiore","Giubiasco",,"false",,,,"Strada delle Vigere 1t, 6512 Giubiasco","6","Numero di camere/appartamenti **6**","+41764421503","info@habitatlagomaggiore.ch","mailto:info@habitatlagomaggiore.ch","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto","Premium","verified-external","510.09","415.72","USD","From $510.09 per night",,,,"https://www.habitatlagomaggiore.ch/de/home",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-habitat-lago-maggiore","https://www.booking.com/bed-and-breakfast/city/ch/cadenazzo.html"
"hotel-hahnenblick-hotel-restaurant","Hahnenblick Hotel & Restaurant","Engelberg","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Wasserfallstrasse 6, 6390 Engelberg","12","Numero di camere/appartamenti **12**","+41416371212","info@hahnenblick.ch","mailto:info@hahnenblick.ch","Excellent Cuisine | Hiking","Swisstainable Livello I - committed","","Excellent Cuisine | Hiking | Swisstainable Livello I - committed",,"unclassified",,,,,,,,"https://www.hahnenblick.ch/","https://www.myswitzerland.com/it/alloggi/hahnenblick-hotel-restaurant-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hahnenblick-hotel-restaurant",
"hotel-hampton-by-hilton-locarno","Hampton by Hilton Locarno","Losone","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","dei Pioppi 2, 6616 Losone","109","Numero di camere/appartamenti **109**","+41918200160","lugto_hampton@hilton.com","mailto:lugto_hampton@hilton.com","Biking","Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Swisstainable Livello III - leading | Valutazione su Ginto",,"verified-external","157","127.95","USD","View all 8 deals from $157",,,,"https://hamptonbyhilton.com/Locarno","https://www.myswitzerland.com/it/alloggi/hampton-by-hilton-locarno/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hampton-by-hilton-locarno","https://www.tripadvisor.ca/Hotel_Review-g1096140-d27940504-Reviews-Hampton_By_Hilton_Locarno-Losone_Lake_Maggiore_Canton_of_Ticino_Swiss_Alps.html"
"hotel-hard-rock-hotel-davos","Hard Rock Hotel Davos","Davos Platz","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Tobelmühlestrasse 2, 7270 Davos Platz","94","Numero di camere/appartamenti **94**","+41814151600","info@hrhdavos.com","mailto:info@hrhdavos.com","Biking | Design | Snowsports | Wellness & Spa","","Valutazione su Ginto","Biking | Design | Snowsports | Valutazione su Ginto | Wellness & Spa",,"verified-external","286","233.09","USD","View all 9 deals from $286","Top Secret Sport","Geschäftsführer","https://hotel.hardrock.com/davos/de/motorrad-gefuehrt.aspx","https://hotel.hardrock.com/davos/de","https://www.myswitzerland.com/it/alloggi/hard-rock-hotel-davos/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hard-rock-hotel-davos","https://www.tripadvisor.ca/Hotel_Review-g2201137-d10804247-Reviews-Hard_Rock_Hotel_Davos-Davos_Platz_Davos_Canton_of_Graubunden_Swiss_Alps.html"
"hotel-harrys-home-bern-ostermundigen","harry's home Bern Ostermundigen","Ostermundigen","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Bernstrasse 25, 3072 Ostermundigen","116","Numero di camere/appartamenti **116**","+41315607156","bern@harrys.home.com","mailto:bern@harrys.home.com","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","165","134.47","USD","View all 10 deals from $165","Harald Ultsch. Harry's Home","Geschäftsführer","https://api.harrys-home.com/wp-content/uploads/2025/11/pressemappe_02_25_neupdf.pdf","https://harrys-home.com/bern/","https://www.myswitzerland.com/it/alloggi/harrys-home-bernostermundigen/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-harrys-home-bern-ostermundigen","https://www.tripadvisor.ca/Hotel_Review-g1315191-d23935673-Reviews-Harry_s_Home_Bern_ostermundigen-Ostermundigen_Bern_Mittelland_District_Canton_of_Ber.html"
"hotel-harrys-home-zuerich-limmattal","harry's Home Zürich-Limmattal","Spreitenbach","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Industriestrasse 160/162, 8957 Spreitenbach","97","Numero di camere/appartamenti **97**","+41447982800","zuerich.zl@harrys.home.com","mailto:zuerich.zl@harrys.home.com","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","151","123.06","USD","When it comes to finding the perfect balance between comfort and affordability in Spreitenbach, look no further than **harry's home Zurich-Limmattal**. With an average room price ranging from $151 to $200, this hotel offers a delightful stay that caters to both leisure and business travelers alike. Guests can expect modern amenities paired with a warm atmosphere, making it an ideal choice for those seeking a cozy retreat after a day of exploration or meetings.","Harald Ultsch. Harry's Home","Geschäftsführer","https://api.harrys-home.com/wp-content/uploads/2025/11/pressemappe_02_25_neupdf.pdf","https://harrys-home.com/zuerich-limmattal/","https://www.myswitzerland.com/it/alloggi/harrys-home-zuerichlimmattal/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-harrys-home-zuerich-limmattal","https://www.agoda.com/en-nz/harry-s-home-zurich-limmattal/hotel/spreitenbach-ch.html"
"hotel-harrys-home-zuerich-wallisellen","harry's home Zürich Wallisellen","Wallisellen","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Seidenplatz 3, 8304 Wallisellen","123","Numero di camere/appartamenti **123**","+41447982800","zuerich@harrys.home.com","mailto:zuerich@harrys.home.com","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto","Premium","fallback-star-rating",,,,,"Harald Ultsch. Harry's Home","Geschäftsführer","https://api.harrys-home.com/wp-content/uploads/2025/11/pressemappe_02_25_neupdf.pdf","https://harrys-home.com/zuerich-wallisellen/","https://www.myswitzerland.com/it/alloggi/harrys-home-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-harrys-home-zuerich-wallisellen",
"hotel-haus-spescha-by-hotel-lenzerhorn-spa-wellness","Haus Spescha by Hotel Lenzerhorn Spa & Wellness","Lenzerheide/Lai","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Voa Principala 60, 7078 Lenzerheide/Lai","17","Numero di camere/appartamenti **17**","+41813855258","reservation@alpintrend.ch","mailto:reservation@alpintrend.ch","Hiking | Snowsports","","","Hiking | Snowsports","Luxury","verified-external","995","995","CHF","from CHF 995",,,,"https://www.hotel-lenzerhorn.ch/","https://www.myswitzerland.com/it/alloggi/hotel-spescha/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-haus-spescha-by-hotel-lenzerhorn-spa-wellness","https://www.myswitzerland.com/en/destinations/lenzerheide/"
"hotel-hauser-hotel-st-moritz","Hauser Hotel St. Moritz","St. Moritz","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Via Traunter Plazzas 7, 7500 St. Moritz","51","Numero di camere/appartamenti **51**","+41818375050","relax@hotelhauser.ch","mailto:relax@hotelhauser.ch","Green Living | Sustainable Living","ibex fairstay platinum","","Green Living | ibex fairstay platinum | Sustainable Living","Premium","verified-external","375","305.63","USD","Moritz area. See all properties. PRICE RANGE. $375 - $658 (Based on Average Rates for a Standard Room). ALSO KNOWN AS. hauser hotel st moritz, hauser resort st ...",,,,"https://www.hotelhauser.ch/","https://www.myswitzerland.com/it/alloggi/hauser-swiss-quality-hotel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hauser-hotel-st-moritz","https://www.tripadvisor.com/Hotel_Review-g188091-d228228-Reviews-Hauser_Hotel_St_Moritz-St_Moritz_Engadin_St_Moritz_Canton_of_Graubunden_Swiss_Alps.html"
"hotel-herisau-swiss-quality-hotel","Herisau Swiss Quality Hotel","Herisau","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Bahnhofstrasse 14, 9100 Herisau","33","Numero di camere/appartamenti **33**","+41713548383","info@hotelherisau.ch","mailto:info@hotelherisau.ch","Seminars","","Valutazione su Ginto","Seminars | Valutazione su Ginto",,"verified-external","214","174.41","USD","Compare prices and find the best deal for the Herisau Swiss Quality Hotel. Rates from $214.",,,,"https://www.hotelherisau.ch/","https://www.myswitzerland.com/it/alloggi/hotel-herisau/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-herisau-swiss-quality-hotel","https://www.kayak.com/Herisau-Hotels-Herisau-Swiss-Quality-Hotel.95957.ksp"
"hotel-hermitage-lake-lucerne","HERMITAGE Lake Lucerne","Luzern","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Seeburgstrasse 72, 6006 Luzern","69","Numero di camere/appartamenti **69**","+41413758181","welcome@hermitage.ch","mailto:welcome@hermitage.ch","","Swisstainable Livello II - engaged | TOP formazione aziendale livello 2","","Swisstainable Livello II - engaged | TOP formazione aziendale livello 2",,"verified-external","330","268.95","USD","View all 10 deals from $330",,,,"https://www.hermitage.ch/","https://www.myswitzerland.com/it/alloggi/hermitage-lucerna/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hermitage-lake-lucerne","https://www.tripadvisor.com/Hotel_Review-g188064-d234240-Reviews-HERMITAGE_Lake_Lucerne_Beach_Club_Lifestyle_Hotel-Lucerne.html"
"hotel-hilton-garden-inn","Hilton Garden Inn","Davos Platz","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Promenade 103, 7270 Davos Platz","146","Numero di camere/appartamenti **146**","+41814145555","davos.reservations@hilton.com","mailto:davos.reservations@hilton.com","Business | Seminars","","Valutazione su Ginto","Business | Seminars | Valutazione su Ginto",,"verified-external","190","154.85","USD","View all 9 deals from $190",,,,,"https://www.myswitzerland.com/it/alloggi/hilton-garden-inn-davos/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hilton-garden-inn","https://www.tripadvisor.com/Hotel_Review-g188090-d3447686-Reviews-Hilton_Garden_Inn_Davos-Davos_Canton_of_Graubunden_Swiss_Alps.html"
"hotel-hilton-garden-inn-zurich-limmattal","Hilton Garden Inn Zurich Limmattal","Spreitenbach","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Kreuzäckerstrasse 5, 8957 Spreitenbach","116","Numero di camere/appartamenti **116**",,"zrhsp.welcome@hilton.com","mailto:zrhsp.welcome@hilton.com","Congresses | Seminars","","","Congresses | Seminars",,"verified-external","156","127.14","USD","View all 9 deals from $156","Florian Schrempel","Geschäftsführer","https://www.tripadvisor.com/ShowUserReviews-g1068948-d25578151-r1047282026-Harry_s_Home_Zurich_Limmattal-Spreitenbach_Canton_of_Aargau.html",,"https://www.myswitzerland.com/it/alloggi/hilton-garden-inn-zurich-limmattal/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hilton-garden-inn-zurich-limmattal","https://www.tripadvisor.ca/Hotel_Review-g1068948-d14204292-Reviews-Hilton_Garden_Inn_Zurich_Limmattal-Spreitenbach_Canton_of_Aargau.html"
"hotel-hilton-geneva-hotel-conference-centre","Hilton Geneva Hotel & Conference Centre","Le Grand-Saconnex","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Route François-Peyrot 34, 1218 Le Grand-Saconnex","496","Numero di camere/appartamenti **496**","+41227470202",,,"Business | Congresses | Green Living | Seminars","Swisstainable Livello III - leading","","Business | Congresses | Green Living | Seminars | Swisstainable Livello III - leading",,"verified-external","350","285.25","USD","The **Hilton Geneva Hotel & Conference Centre** provides an excellent option for travelers seeking comfort and quality without exceeding their budget. With room rates ranging from $251 to $300, it offers a slightly more affordable alternative compared to the average hotel in Geneva, which typically costs between $301 and $350 per night. This makes Hilton Geneva an attractive choice for both leisure and business travelers looking for value in a prime location.","Hilton Geneva Hotel","General Manager","https://www.tripadvisor.com/Hotel_Review-g1572356-d205929-Reviews-or40-Hilton_Geneva_Hotel_Conference_Centre-Le_Grand_Saconnex_Geneva.html",,"https://www.myswitzerland.com/it/alloggi/starling-geneva-hotel-conference-center/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hilton-geneva-hotel-conference-centre","https://www.agoda.com/hilton-geneva-hotel-and-conference-centre/hotel/le-grand-saconnex-ch.html"
"hotel-hine-adon-avenches","Hine Adon Avenches","Avenches",,"false",,,,"Impasse du Milavy 2-4, 1580 Avenches","42","Numero di camere/appartamenti **42**","+41266773777","avenches@hineadon.com","mailto:avenches@hineadon.com","","","","",,"verified-external","205","167.07","USD","This hotel typically costs between $159 and $205 per night for the dates that you selected.",,,,"https://www.hineadon.com/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hine-adon-avenches","https://www.google.co.uk/travel/hotels/entity/CgoIy7jtpYqDveUuEAE"
"hotel-hine-adon-fribourg-city","Hine Adon Fribourg City","Fribourg","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue Pierre Aeby 11, 1700 Fribourg","22","Numero di camere/appartamenti **22**","+41263223777","fribourg.city@hineadon.com","mailto:fribourg.city@hineadon.com","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","173","156.22","EUR","from € 173",,,,"https://hineadon.com/de/","https://www.myswitzerland.com/it/alloggi/hotel-hine-adon/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hine-adon-fribourg-city","https://www.zenhotels.com/hotel/en-de/switzerland/fribourg/mid7772304/hine_adon/"
"hotel-hine-adon-fribourg-nord","Hine Adon Fribourg Nord","Granges-Paccot","3","false","Serviced Apartments 3 stelle","Serviced Apartments","Classificato come Serviced Apartments 3 stelle da HotellerieSuisse","Route d'Englisberg 15 D, 1763 Granges-Paccot","40","Numero di camere/appartamenti **40**","+41263233777","fribourg.nord@hineadon.com","mailto:fribourg.nord@hineadon.com","","","","",,"verified-external","151","123.06","USD","Nestled in the charming district of La Sarine, **Hine Adon Fribourg Nord** offers a delightful stay for travelers seeking both comfort and quality. With room prices ranging from $151 to $200, this hotel positions itself as a premium option compared to the average hotel room rate in the area, which hovers between $101 and $150. While the average accommodation in La Sarine provides essential amenities, **Hine Adon Fribourg Nord** elevates the experience with its superior service, modern facilities, and thoughtfully designed spaces that invite relaxation and rejuvenation.",,,,"https://hineadon.com/de/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hine-adon-fribourg-nord","https://www.agoda.com/en-ca/hine-adon-fribourg-nord/hotel/la-sarine-ch.html"
"hotel-hirschen-eggiwil","Hirschen Eggiwil","Eggiwil","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Heidbühl 476D, 3537 Eggiwil","33","Numero di camere/appartamenti **33**","+41344911091","info@hirschen.eggiwil.ch","mailto:info@hirschen.eggiwil.ch","Biking | Hiking | Locanda | Seminars","Swisstainable Livello I - committed","","Biking | Hiking | Locanda | Seminars | Swisstainable Livello I - committed",,"unclassified",,,,,"Urs Liechti","Geschäftsführer","https://hirschen-eggiwil.ch/de/erlebnisse/emmental-gotthelf/london-taxi.html","https://www.hirschen-eggiwil.ch/","https://www.myswitzerland.com/it/alloggi/hirschen-eggiwil/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hirschen-eggiwil",
"hotel-hirschen-erlinsbach-swiss-quality","Hirschen Erlinsbach Swiss Quality","Erlinsbach SO","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Hauptstrasse 125, 5015 Erlinsbach SO","36","Numero di camere/appartamenti **36**","+41628573333","mailbox@hirschen.erlinsbach.ch","mailto:mailbox@hirschen.erlinsbach.ch","Biking | Boutique | Excellent Cuisine | Seminars","","Valutazione su Ginto","Biking | Boutique | Excellent Cuisine | Seminars | Valutazione su Ginto",,"verified-external","256.66","209.18","USD","From $256.66 per night",,,,"http://www.hirschen-erlinsbach.ch/","https://www.myswitzerland.com/it/alloggi/landhotel-hirschen/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hirschen-erlinsbach-swiss-quality","https://www.booking.com/city/ch/erlinsbach.en-gb.html"
"hotel-historic-hotel-du-pillon","Historic Hotel du Pillon","Les Diablerets","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Chemin des Bovets 16, 1865 Les Diablerets","14","Numero di camere/appartamenti **14**","+41244922209","pillon@hoteldupillon.ch","mailto:pillon@hoteldupillon.ch","Boutique | Snowsports","","","Boutique | Snowsports","Premium","verified-external","371","302.36","USD","View all 5 deals from $371",,,,"https://www.hoteldupillon.ch/","https://www.myswitzerland.com/it/alloggi/swiss-historic-hotel-du-pillon/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-historic-hotel-du-pillon","https://www.tripadvisor.ca/Hotel_Review-g199031-d1048860-Reviews-Historic_Hotel_du_Pillon-Les_Diablerets_Canton_of_Vaud.html"
"hotel-historic-hotel-steinbock","Historic Hotel Steinbock","Wilderswil","2","false","albergo 2 stelle","Hotel","Classificato come albergo 2 stelle da HotellerieSuisse","Gsteig 6, 3812 Wilderswil","14","Numero di camere/appartamenti **14**","+41338233001","info@gasthaus.steinbock.ch","mailto:info@gasthaus.steinbock.ch","","","","",,"unclassified",,,,,,,,,,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-historic-hotel-steinbock",
"hotel-historik-chalet-hotel-lodge","Historik Chalet-Hotel Lodge","Merlischachen","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","Luzernerstrasse 204, 6402 Merlischachen","17","Numero di camere/appartamenti **17**","+41418545454","info@swiss.chalet.ch","mailto:info@swiss.chalet.ch","Excellent Cuisine | Locanda","","","Excellent Cuisine | Locanda",,"unclassified",,,,,,,,"https://swiss-chalet.ch/uebernachten/historik-chalet-hotel-lodge/","https://www.myswitzerland.com/it/alloggi/swisschalet-merlischachen/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-historik-chalet-hotel-lodge",
"hotel-historisches-alpinhotel-grimsel-hospiz","Historisches Alpinhotel Grimsel Hospiz","Guttannen","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Grimselstrasse, 3864 Guttannen","28","Numero di camere/appartamenti **28**","+41339824611","hotels@grimselwelt.ch","mailto:hotels@grimselwelt.ch","Green Living | Hiking | Historic | Seminars","Swisstainable Livello III - leading","Valutazione su Ginto","Green Living | Hiking | Historic | Seminars | Swisstainable Livello III - leading | Valutazione su Ginto",,"verified-external","340","277.1","USD","[Hostels in Andermatt](https://www.momondo.com/hotels/hostels-in-andermatt-40680.ksp) from $340",,,,"https://www.grimselwelt.ch/grimselhotels","https://www.myswitzerland.com/it/alloggi/historisches-alpinhotel-grimsel-hospiz-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-historisches-alpinhotel-grimsel-hospiz","https://www.momondo.com/hotels/guttannen/Historisches-Alpinhotel-Grimsel-Hospiz.mhd621824.ksp"
"hotel-hoernlihuette-zermatt","Hörnlihütte Zermatt","Zermatt",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Bahnhofstrasse 53, 3920 Zermatt","27","Numero di camere/appartamenti **27**","+41279672264","info@hoernlihuette.ch","mailto:info@hoernlihuette.ch","Hiking","","","Hiking",,"verified-external","272","272","CHF","from CHF 272",,,,"http://www.hoernlihuette.ch/","https://www.myswitzerland.com/it/alloggi/rifugio-hoernlihuette-berghaus-matterhorn/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hoernlihuette-zermatt","https://www.myswitzerland.com/en-au/accommodations/hotel-search/-/zermatt/?_gl=1%252525252A5wfx7l%252525252A_up%252525252AMQ..&p=2"
"hotel-holiday-inn-bern-westside","Holiday Inn Bern Westside","Bern","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Riedbachstrasse 96, 3027 Bern","144","Numero di camere/appartamenti **144**","+41319852433","reservation@hi.bw.ch","mailto:reservation@hi.bw.ch","Business | Seminars","","Valutazione su Ginto","Business | Seminars | Valutazione su Ginto",,"verified-external","214","174.41","USD","View all 8 deals from $214",,,,,"https://www.myswitzerland.com/it/alloggi/hotel-holiday-inn-bern-westside/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-holiday-inn-bern-westside","https://www.tripadvisor.ca/Hotel_Review-g188052-d1145899-Reviews-Holiday_Inn_Bern_Westside_by_IHG-Bern_Bern_Mittelland_District_Canton_of_Bern.html"
"hotel-holiday-inn-express-aarburg-oftringen","Holiday Inn Express Aarburg-Oftringen","Oftringen","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Bernstrasse 4, 4665 Oftringen","80","Numero di camere/appartamenti **80**","+41627877880","info@hiex.oftringen.ch","mailto:info@hiex.oftringen.ch","","Swisstainable Livello I - committed","","Swisstainable Livello I - committed",,"verified-external","171","139.36","USD","As of Mar 10, 2026, prices found for a 1-night stay for 2 adults at Holiday Inn Express Aarburg - Oftringen by IHG on Mar 15, 2026 start from $171, including ...","Simon Klöti","General Manager","https://www.tripadvisor.ch/ShowUserReviews-g3507745-d19121243-r784477170-Holiday_Inn_Express_Aarburg_Oftringen_an_IHG_hotel-Oftringen_Canton_of_Aargau.html",,"https://www.myswitzerland.com/it/alloggi/holiday-inn-express-aarburg-oftringen/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-holiday-inn-express-aarburg-oftringen","https://www.expedia.com/Aarburg-Hotels-Holiday-Inn-Express-Aarburg-Oftringen.h39980323.Hotel-Information"
"hotel-holiday-inn-express-luzern-kriens","Holiday Inn Express Luzern - Kriens","Kriens","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Am Mattenhof 16, 6010 Kriens","160","Numero di camere/appartamenti **160**","+41415456900","info@hiex.luzern.ch","mailto:info@hiex.luzern.ch","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","192","156.48","USD","View all 10 deals from $192",,,,"https://www.hiex-luzern.ch/","https://www.myswitzerland.com/it/alloggi/holiday-inn-express/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-holiday-inn-express-luzern-kriens","https://www.tripadvisor.ca/Hotel_Review-g1124758-d16665627-Reviews-Holiday_Inn_Express_Luzern_Kriens_by_IHG-Kriens_Lucerne.html"
"hotel-holiday-inn-express-sion","Holiday Inn Express Sion","Sion","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Cour de gare - avenue de Tourbillon 18, 1950 Sion","122","Numero di camere/appartamenti **122**",,"reservation@hiexsion.ch","mailto:reservation@hiexsion.ch","","Swisstainable Livello II - engaged","","Swisstainable Livello II - engaged",,"verified-external","159","129.58","USD","| Most popular hotel by Holiday Inn Express | Holiday Inn Express & Suites Sion by IHG, from $159 |",,,,,"https://www.myswitzerland.com/it/alloggi/holiday-inn-express-sion/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-holiday-inn-express-sion","https://www.skyscanner.com/hotels/switzerland/sion-hotels/ci-27546353/holiday-inn-express/b-90718958"
"hotel-holiday-inn-express-suites-basel-allschwil","Holiday Inn Express & Suites Basel Allschwil","Allschwil","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Hegenheimermattweg 179, 4123 Allschwil","220","Numero di camere/appartamenti **220**","+41615122600","info@express.basel.allschwil.ch","mailto:info@express.basel.allschwil.ch","","","","",,"verified-external","150","122.25","USD","View all 9 deals from $150",,,,,"https://www.myswitzerland.com/it/alloggi/holiday-inn-express-suites-basel-allschwil/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-holiday-inn-express-suites-basel-allschwil","https://www.tripadvisor.ca/Hotel_Review-g1135730-d25180012-Reviews-Holiday_Inn_Express_Suites_Basel_Allschwil_by_IHG-Allschwil.html"
