slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl,sr_selected,sr_selection_reason_codes,sr_selection_reason_labels,sr_selection_buckets,sr_enrichment_status,sr_source_url,sr_page_title,sr_page_description,sr_website_summary,sr_offered_languages,sr_positioning_pillars,sr_positioning_tone,sr_direct_booking_presence,sr_booking_engine_signals,sr_ota_signals,sr_booking_flow_type,sr_amenity_signals,sr_audience_signals,sr_brand_style_signals,sr_market_segment,sr_annual_room_revenue_proxy_chf,sr_occupancy_assumption,sr_scrape_error
hotel-hotel-de-la-paix-1,Hotel De la Paix,Luzern,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Museggstrasse 2, 6004 Luzern",39,Numero di camere/appartamenti **39**,+41414188000,info@de.la.paix.ch,mailto:info@de.la.paix.ch,,,,,,verified-external,340,277.1,USD,[Hostels in Andermatt](https://www.momondo.com/hotels/hostels-in-andermatt-40680.ksp) from $340,,,,https://www.de-la-paix.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-paix-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-paix-1,https://www.momondo.com/hotels/lucerne/Hotel-de-la-Paix.mhd16807.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-paix-2,Hôtel de la Paix,Lausanne,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Avenue Benjamin Constant 5, 1003 Lausanne",112,Numero di camere/appartamenti **112**,+41213107171,info@hoteldelapaix.net,mailto:info@hoteldelapaix.net,Business | Seminars,Swisstainable Livello II - engaged,Valutazione su Ginto,Business | Seminars | Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,182,148.33,USD,View all 9 deals from $182,,,,http://www.hoteldelapaix.net/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-paix/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-paix-2,https://www.tripadvisor.ca/Hotel_Review-g188107-d206128-Reviews-Hotel_de_la_Paix_Lausanne-Lausanne_Canton_of_Vaud.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-poste,Hôtel de la Poste,Anzère,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Place de la Chapelle 2, 1972 Anzère",7,Numero di camere/appartamenti **7**,+41273982741,info@restaurantlaposte.ch,mailto:info@restaurantlaposte.ch,,,Valutazione su Ginto,Valutazione su Ginto,Luxury,verified-external,1182.89,964.06,USD,"From $1,182.89 per night",,,,https://www.restaurantlaposte.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-poste-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-poste,https://www.booking.com/city/ch/saint-leonard.html,true,luxury_price_category | high_adr,Luxury price category | High ADR proxy,premium_or_luxury | high_adr,enriched,https://www.restaurantlaposte.ch/,Preprod Restaurant Laposte – Just another WordPress site,,"The Hotel Restaurant La Poste is a 3-star establishment located in the Valaisan Alps, offering a serene retreat with a restaurant and cheese box. Open year-round, it features 7 tastefully decorated rooms with modern amenities and focuses on local cuisine, including wood-fired pizzas.",English | French | German,family-owned | mountain retreat | local cuisine | wellness | Spa | Restaurant,family-leisure,true,'Book a room' link available on the website.,,native_direct,hotel rooms | restaurant | cheese box | spa services | free parking | Spa | Wellness | Bar | Ski services | Family-friendly,tourists | families | local clientele | Business travelers | Wellness travelers | Ski travelers,family heritage | mountain style | local flavor,luxury,1674958,0.68,
hotel-hotel-de-la-poste-verbier,Hôtel De la Poste Verbier,Verbier,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue de Médran 12, 1936 Verbier",29,Numero di camere/appartamenti **29**,+41277716681,hoteldelaposte@verbier.ch,mailto:hoteldelaposte@verbier.ch,,,Valutazione su Ginto,Valutazione su Ginto,,unclassified,,,,,,,,http://www.hotelposteverbier.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-poste-verbier/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-poste-verbier,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-rose,Hôtel de la Rose,Fribourg,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue de Morat 1, 1700 Fribourg",40,Numero di camere/appartamenti **40**,+41263510101,info@hoteldelarose.ch,mailto:info@hoteldelarose.ch,Seminars,,Valutazione su Ginto,Seminars | Valutazione su Ginto,,verified-external,279,227.38,USD,from **$279**,,,,https://www.hoteldelarose.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-rose/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-rose,https://www.trivago.ca/en-CA/oar/hotel-h%C3%B4tel-de-la-rose-crans-montana?search=100-25433,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-sage,Hôtel de la Sage,La Sage,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Route des Croux des Raves 16, 1985 La Sage",14,Numero di camere/appartamenti **14**,+41272832420,info@hoteldelasage.ch,mailto:info@hoteldelasage.ch,,,Valutazione su Ginto,Valutazione su Ginto,,unclassified,,,,,,,,http://lasage-boutiquehotel.com/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-sage/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-sage,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-source,Hôtel de la Source,Yverdon-les-Bains,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Avenue des Bains 21, 1400 Yverdon-les-Bains",65,Numero di camere/appartamenti **65**,+41245241444,info@hoteldelasource.ch,mailto:info@hoteldelasource.ch,,,Valutazione su Ginto,Valutazione su Ginto,,verified-external,197,160.55,USD,This hotel typically costs between $148–$197 per night for the dates you selected.,,,,http://www.hoteldelasource.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-source/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-source,https://www.google.com/travel/hotels/entity/CgoIwvrgt8mZidJHEAE?ei=-u-PaeuxN_GyrcUPn_bCqA4&sa=X&ei=yfWPaaog7-2txQ-d31U&ei=eESQaZ31J7qwrcUPv7WH8Q4&ved=2ahUKEwidkajG2diSAxU6WKsCHb_aIe4QkP8FegUIBBDpAQ,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-truite,Hôtel De la Truite,Le Pont,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue de la poste 4, 1342 Le Pont",20,Numero di camere/appartamenti **20**,+41218411771,info@hoteldelatruite.ch,mailto:info@hoteldelatruite.ch,,,,,,verified-external,255,207.82,USD,View all 4 deals from $255,,,,https://hoteldelatruite.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-la-truite/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-truite,https://www.tripadvisor.com/Hotel_Review-g4421062-d2622794-Reviews-Hotel_de_la_Truite-L_Abbaye_Canton_of_Vaud.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-la-vue-des-alpes,Hôtel de La Vue-des-Alpes,La Vue-des-Alpes,,false,,,,"Route de la Vue-des-Alpes 2, 2052 La Vue-des-Alpes",20,Numero di camere/appartamenti **20**,,admin@hvda.ch,mailto:admin@hvda.ch,,Swisstainable Livello I - committed,,Swisstainable Livello I - committed,,unclassified,,,,,,,,https://www.hotel-vda.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-la-vue-des-alpes,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-laigle,Hôtel de l'Aigle,Couvet,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Grand'Rue 27, 2108 Couvet",18,Numero di camere/appartamenti **18**,+41328649050,info@gout.region.ch,mailto:info@gout.region.ch,Biking | Hiking | Locanda,Swisstainable Livello II - engaged,Valutazione su Ginto,Biking | Hiking | Locanda | Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,257,209.45,USD,View all 7 deals from $257,,,,https://www.hotel-aigle.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-laigle/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-laigle,https://www.tripadvisor.com/Hotel_Review-g644346-d290143-Reviews-Hotel_de_l_Aigle-Couvet.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-lange,Hôtel de l'Ange,Nyon,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Rue St. Jean 22, 1260 Nyon",14,Numero di camere/appartamenti **14**,+41223615509,info@hoteldelange.ch,mailto:info@hoteldelange.ch,,Swisstainable Livello I - committed,,Swisstainable Livello I - committed,,verified-external,170,138.55,USD,View all 7 deals from $170,,,,http://www.hoteldelange.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-lange/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-lange,https://www.tripadvisor.com/Hotel_Review-g198830-d291878-Reviews-Hotel_de_l_Ange-Nyon_Nyon_District_Canton_of_Vaud.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-lecluse,Hôtel de l'Ecluse,Neuchâtel,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue de l'Ecluse 24, 2000 Neuchâtel",22,Numero di camere/appartamenti **22**,+41327299310,info@hoteldelecluse.ch,mailto:info@hoteldelecluse.ch,,,,,,verified-external,340,277.1,USD,[Hostels in Andermatt](https://www.momondo.com/hotels/hostels-in-andermatt-40680.ksp) from $340,,,,http://www.hoteldelecluse.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-lecluse,https://www.momondo.com/hotels/neuchatel/Hotel-de-l-Ecluse.mhd126741.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-letrier,Hôtel De l'Etrier,Crans-Montana,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Rue du Pas-de-l'Ours 31, 3963 Crans-Montana",54,Numero di camere/appartamenti **54**,+41274854400,info@hoteletrier.ch,mailto:info@hoteletrier.ch,Family-friendly | Seminars | Wellness,,Valutazione su Ginto,Family-friendly | Seminars | Valutazione su Ginto | Wellness,,verified-external,281,229.01,USD,View all 8 deals from $281,,,,https://www.hoteletrier.ch/,https://www.myswitzerland.com/en/accommodations/hotel-de-letrier/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-letrier,https://www.tripadvisor.com/Hotel_Review-g198810-d315027-Reviews-Hotel_De_l_Etrier-Crans_Montana_Canton_of_Valais_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-londres,Hotel de Londres,Brig,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Bahnhofstrasse 17, 3900 Brig",18,Numero di camere/appartamenti **18**,+41799174234,freunde@hotel.delondres.ch,mailto:freunde@hotel.delondres.ch,Design,Swisstainable Livello II - engaged,Valutazione su Ginto,Design | Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,300,270.9,EUR,"Cons (-) Not a 3-star hotel: no wardrobe, no TV, no desks, dim lighting, tiny bathrooms with a shower curtain that wraps around you, which isn’t pleasant. Rooms are not worth nearly €300 per night. Most rooms located above a nightclub, making sleep nearly impossible. Not suitable for stays longer than two nights, and the interior is more comparable to a youth hostel. Staff were very friendly and accommodat...",,,,https://www.hotel-delondres.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-londres/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-londres,https://www.kayak.com/Brig-Hotels-Hotel-De-Londres.48303.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-moiry,Hôtel de Moiry,Grimentz,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue du Village 24, 3961 Grimentz",17,Numero di camere/appartamenti **17**,+41274751144,info@hotel.grimentz.ch,mailto:info@hotel.grimentz.ch,,Swisstainable Livello II - engaged,Valutazione su Ginto,Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,263,214.34,USD,View more options from $263,,,,https://www.hotel-grimentz.ch/,https://www.myswitzerland.com/it/alloggi/hotel-de-moiry/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-moiry,https://www.google.com.au/travel/hotels/entity/ChgI-Ouk54OyxsDkARoLL2cvMXRoMDlicXoQAQ?ei=A42AaZPHI-6Wy-8P-_nUqAU&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ei=VBuVaZGOH_TW8LAPoOPmqQE&ved=2ahUKEwiRiJmC9-GSAxV0KxwAHaCxORUQkdkIegUIBBCrAQ,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-rougemont-spa,Hôtel de Rougemont & Spa,Rougemont,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Chemin des Palettes 14, 1659 Rougemont",33,Numero di camere/appartamenti **33**,+41269210101,info@hotelderougemont.com,mailto:info@hotelderougemont.com,Excellent Cuisine | Green Living | Sustainable Living | Wellness,,Valutazione su Ginto,Excellent Cuisine | Green Living | Sustainable Living | Valutazione su Ginto | Wellness,Premium,verified-external,560,456.4,USD,View all 7 deals from $560,,,,http://www.hotelderougemont.com/,https://www.myswitzerland.com/it/alloggi/hotel-de-rougemont/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-rougemont-spa,https://www.tripadvisor.ca/Hotel_Review-g1130644-d565468-Reviews-Hotel_De_Rougemont_Spa-Rougemont_Canton_of_Vaud.html,true,premium_price_category | four_star_superior_signal | high_adr,Premium price category | Four-star superior signal | High ADR proxy,premium_or_luxury | premium_or_luxury | high_adr,enriched,http://www.hotelderougemont.com/,Hôtel de Rougemont & Spa,"The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., Roc, Rougemont - Réservation en ligne, Le Lounge, Rougemont - Réservation en ligne","L'Hôtel de Rougemont & Spa, situé au cœur des montagnes suisses, offre une expérience unique alliant authenticité, personnalisation et durabilité. Offrant un cadre idyllique, l'hôtel privilégie le bien-être de ses clients avec un service sur mesure et des pratiques respectueuses de l'environnement.",fr | French | Italian,alpine wellness | sustainable tourism | traditional Swiss charm | Spa | Ski services | Excellent Cuisine,understated-luxury,true,"""Réserver"" CTA present on the website. | Mews booking engine",,embedded_engine,spa | indoor pool | sauna | hiking | mountain biking | Ski services | Excellent Cuisine | Green Living | Sustainable Living | Valutazione su Ginto,couples | families | wellness guests | skiers | Ski travelers,authentic chalet style | natural materials | boutique hotel design | Boutique | Alpine aesthetic,upper_upscale,3738190,0.68,
hotel-hotel-de-torgon,Hôtel De Torgon,Torgon,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Rue de la Lanche 5, 1899 Torgon",12,Numero di camere/appartamenti **12**,+41244811571,hoteldetorgon@bluewin.ch,mailto:hoteldetorgon@bluewin.ch,,,,,,verified-external,163,132.84,USD,Compare prices and find the best deal for the Hôtel de Torgon. Rates from $163.,,,,http://www.hotel-torgon.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-torgon,https://www.kayak.com/Vionnaz-Hotels-Hotel-De-Torgon.621854.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-de-verbier,Hôtel de Verbier,Verbier,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Place Centrale 2, 1936 Verbier",31,Numero di camere/appartamenti **31**,+41275644000,info@hoteldeverbier.com,mailto:info@hoteldeverbier.com,Biking | Boutique | Hiking | Snowsports,Swisstainable Livello II - engaged,Valutazione su Ginto,Biking | Boutique | Hiking | Snowsports | Swisstainable Livello II - engaged | Valutazione su Ginto,Premium,verified-external,590,480.85,USD,View all 8 deals from $590,,,,https://www.hoteldeverbier.com/,https://www.myswitzerland.com/it/alloggi/hotel-de-verbier/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-verbier,https://www.tripadvisor.ca/Hotel_Review-g198848-d265411-Reviews-Hotel_de_Verbier-Verbier_Canton_of_Valais_Swiss_Alps.html,true,premium_price_category | four_star_superior_signal | high_adr,Premium price category | Four-star superior signal | High ADR proxy,premium_or_luxury | premium_or_luxury | high_adr,enriched,https://www.hoteldeverbier.com/,Hôtel de Verbier 4 étoiles,"L’Hôtel de Verbier est un hôtel 4 étoiles situé en plein centre de Verbier en Suisse. Chambres modernes, spa & salle de sport...","Hôtel de Verbier is a recently renovated 4-star superior establishment located in the heart of Verbier, Switzerland. It offers a selection of elegant rooms, a luxurious spa, and a refined dining experience at its partner restaurant, Intenso, catering to couples, families, and small groups.",French | English | Italian,alpine hospitality | luxury spa | family-friendly | modern comfort | elegant dining | Spa,understated-luxury,,,,,spa | fine dining | family services | ski services | fitness center | Restaurant | Bar | Biking | Boutique | Hiking,couples | families | skiers | wellness guests | foodies | Ski travelers,alpine elegance | modern comfort | warm ambiance | Alpine aesthetic | Modern,upper_upscale,3699756,0.68,
hotel-hotel-de-ville-1,Hôtel de Ville,Gruyères,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue du Bourg 29, 1663 Gruyères",12,Numero di camere/appartamenti **12**,+41269212424,info@hoteldeville.ch,mailto:info@hoteldeville.ch,,,Valutazione su Ginto,Valutazione su Ginto,,verified-external,249,202.93,USD,View all 8 deals from $249,,,,https://www.hoteldeville.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-ville-1,https://www.tripadvisor.ca/Hotel_Review-g198820-d253608-Reviews-Hotel_De_Ville-Gruyeres_La_Gruyere_Canton_of_Fribourg.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-delfino-lugano,Hotel Delfino Lugano,Lugano,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Via Cassarinetta 6, 6900 Lugano",50,Numero di camere/appartamenti **50**,+41919859999,info@hoteldelfinolugano.ch,mailto:info@hoteldelfinolugano.ch,Biking,Swisstainable Livello I - committed,,Biking | Swisstainable Livello I - committed,,verified-external,196,159.74,USD,View all 9 deals from $196,,,,http://www.hoteldelfinolugano.ch/,https://www.myswitzerland.com/it/alloggi/hotel-delfino/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-delfino-lugano,https://www.tripadvisor.ca/Hotel_Review-g188095-d240851-Reviews-Hotel_Delfino_Lugano-Lugano_Canton_of_Ticino_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-dents-de-veisivi,Hôtel Dents de Veisivi,Les Haudères,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Chemin de l'Ecole 4, 1984 Les Haudères",7,Numero di camere/appartamenti **7**,+41272831101,info@veisivi.ch,mailto:info@veisivi.ch,,,Valutazione su Ginto,Valutazione su Ginto,,verified-external,339,276.28,USD,Compare prices and find the best deal for the Hôtel Dents de Veisivi. Rates from $339.,,,,https://www.veisivi.ch/,https://www.myswitzerland.com/it/alloggi/hotel-dents-de-veisivi/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-dents-de-veisivi,https://www.kayak.com.au/Evolene-Hotels-Hotel-Dents-De-Veisivi.602751.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-derby,Hotel Derby,Zermatt,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Bahnhofstrasse 22, 3920 Zermatt",29,Numero di camere/appartamenti **29**,+41279663999,info@derbyzermatt.ch,mailto:info@derbyzermatt.ch,,Swisstainable Livello I - committed,,Swisstainable Livello I - committed,Premium,verified-external,469,382.23,USD,$469 nightly,,,,https://www.derbyzermatt.ch/,https://www.myswitzerland.com/it/alloggi/hotel-derby-zermatt/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-derby,https://www.hotels.com/ho430893/hotel-derby-zermatt-switzerland/,true,premium_price_category,Premium price category,premium_or_luxury,enriched,https://www.derbyzermatt.ch/,Ihr Hotel direkt im Zentrum | Hotel Derby Zermatt,Übernachten Sie an zentraler Lage in Zermatt. Das Hotel Derby befindet sich an der  Bahnhofstrasse nahe des Bahnhofs und der Gornergratbahn.,"Hotel Derby is located in the heart of Zermatt, just a minute's walk from the train station and the Gornergrat railway. The hotel combines traditional Valais architecture with modern comfort, featuring new rooms and a welcoming atmosphere for guests.",de | en,central location | stylish design | traditional Swiss cuisine | Spa | Restaurant | Swisstainable Livello I - committed,modern-boutique,true,Bestpreis Garantie | Jetzt buchen | Buchen | Buchen CTA,,native_direct,restaurant | balcony views | family rooms | Spa | Swisstainable Livello I - committed,families | couples | leisure travelers,modern comfort | traditional elegance | cozy atmosphere | Design-led | Modern,upper_upscale,2751215,0.68,
hotel-hotel-derby-interlaken-action-relax-hub,Hotel Derby Interlaken - Action & Relax Hub,Interlaken,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Jungfraustrasse 70, 3800 Interlaken",15,Numero di camere/appartamenti **15**,+41338221941,info@hotel.derby.interlaken.ch,mailto:info@hotel.derby.interlaken.ch,Hiking,Swisstainable Livello I - committed,,Hiking | Swisstainable Livello I - committed,,unclassified,,,,,,,,https://www.hotel-derby-interlaken.ch/,https://www.myswitzerland.com/it/alloggi/hotel-derby-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-derby-interlaken-action-relax-hub,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-alpes,Hotel Des Alpes,Flims Waldhaus,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Promenada 45, 7018 Flims Waldhaus",26,Numero di camere/appartamenti **26**,+41819282525,info@hoteldesalpes.ch,mailto:info@hoteldesalpes.ch,Biking | Hiking,Swisstainable Livello I - committed,,Biking | Hiking | Swisstainable Livello I - committed,,verified-external,183,149.14,USD,View all 9 deals from $183,,,,http://www.hoteldesalpes.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-4/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes,https://www.tripadvisor.com/Hotel_Review-g198815-d281148-Reviews-Hotel_des_Alpes-Flims_Canton_of_Graubunden_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-alpes-1,Hotel des Alpes,Adelboden,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Hahnenmoosstrasse 34, 3715 Adelboden",9,Numero di camere/appartamenti **9**,+41336731224,info@desalpes.adelboden.ch,mailto:info@desalpes.adelboden.ch,Hiking | Snowsports,,,Hiking | Snowsports,,verified-external,333,271.39,USD,View all 5 deals from $333,,,,https://www.desalpes-adelboden.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-1,https://www.tripadvisor.com/Hotel_Review-g198862-d1185699-Reviews-Hotel_Des_Alpes-Adelboden_Bernese_Oberland_Canton_of_Bern.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-alpes-10,Hôtel des Alpes,Genève,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue des Alpes 14, 1201 Genève",28,Numero di camere/appartamenti **28**,+41227312200,info@hotelalpes.ch,mailto:info@hotelalpes.ch,,,,,,verified-external,163,132.84,USD,View all 9 deals from $163,,,,http://www.hotelalpes.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-8/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-10,https://www.tripadvisor.com/Hotel_Review-g188057-d496715-Reviews-Hotel_des_Alpes-Geneva.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-alpes-6,Hotel des Alpes,Luzern,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rathausquai 5/Furrengasse 3, 6004 Luzern",45,Numero di camere/appartamenti **45**,+41414172060,info@desalpes.luzern.ch,mailto:info@desalpes.luzern.ch,,Swisstainable Livello I - committed,,Swisstainable Livello I - committed,,verified-external,343,279.54,USD,View all 5 deals from $343,,,,https://www.desalpes-luzern.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-5/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-6,https://www.tripadvisor.ca/Hotel_Review-g188064-d239138-Reviews-Hotel_des_Alpes-Lucerne.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-alpes-8,Hotel des alpes,Fiesch,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Furkastrasse 33, 3984 Fiesch",19,Numero di camere/appartamenti **19**,+41279711506,info@des.alpes.ch,mailto:info@des.alpes.ch,Biking | Hiking,Swisstainable Livello II - engaged,,Biking | Hiking | Swisstainable Livello II - engaged,,verified-external,271,220.86,USD,View all 4 deals from $271,,,,https://des-alpes.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-fiesch/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-8,https://www.tripadvisor.ca/Hotel_Review-g670028-d1237737-Reviews-Hotel_Des_Alpes-Fiesch_in_Valais_Canton_of_Valais_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
