hotel_slug,role,replication,ps_guest_sentiment,ps_competitive_positioning,ps_guest_segmentation,ps_ai_discovery,ps_multilingual_content,ps_data_to_actions,ps_small_team_operations,top_justifiers,budget_bucket,proof_metric,price_1000,price_2000,price_3000,price_4000,price_5000,price_7500,resistance_threshold,resistance_main,realistic_price_band,replacement_anchors,deal_killer,deal_killer_canonical,proof_ranking,buy_likelihood_3000,buy_likelihood_5000
hotel-city-garden-hotel,gm_owner,,4,4,3,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | faster_content_production,marketing_software,increase in direct booking revenue (or % of bookings direct vs OTA),4,3,3,2,2,1,4000,Budget constraints for a single-hotel operation and need for clear ROI,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No PMS/booking-engine integration or inability to host/process guest data in a Swiss/GDPR-compliant way,No PMS/CRM integration,90_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | roi_calculator,,
hotel-city-garden-hotel,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | faster_content_production,marketing_software,increase in direct booking revenue,5,4,3,2,2,1,4000,recurring SaaS cost exceeds the available marketing software budget for a 78-room hotel,1000_2000,agency_spend | manual_management_time | review_reputation_tooling | compset_revenue_tooling,No reliable integration with our PMS / booking engine and inability to demonstrate measurable uplift in direct bookings within the agreed proof period.,No PMS/CRM integration,90_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | roi_calculator,,
hotel-city-garden-hotel,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | faster_content_production,marketing_software,increase in direct booking conversion rate (or direct room revenue),4,4,3,2,2,1,3000,Hotel budget constraints for ongoing SaaS; competing priorities for spend,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable PMS / booking-engine integration and inability to meet Swiss data hosting / GDPR expectations,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-city-garden-hotel,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | faster_content_production,commercial_revenue,Increase in direct booking revenue (CHF and % of total bookings),4,4,3,2,1,1,4000,Budget constraints — ROI not proven at that price for a single-property hotel,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No reliable integration with our PMS/booking engine (data connectivity) — without this we cannot measure or trust ROI.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-city-hotel-ochsen-zug,gm_owner,,4,4,3,2,3,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct booking revenue (or direct bookings % of total room revenue),5,4,3,2,1,1,3000,budget constraints for a 42-room premium city hotel,1000_2000,manual_management_time | fragmented_crm_content | agency_spend,no reliable integration with our PMS/booking engine (meaning no trustworthy data feed to prove uplift),No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-city-hotel-ochsen-zug,gm_owner,,4,3,4,3,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | avoiding_additional_hire,commercial_revenue,direct_bookings_revenue,4,4,3,2,2,1,3000,budget constraints for a 42-room boutique property — ongoing costs must show clear ROI,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No measurable improvement in direct bookings within the agreed proof period,Cannot prove attribution / ROI,reference_switzerland | live_dashboard_demo | 60_day_pilot | pms_crm_integration | gdpr_swiss_hosting,,
hotel-city-hotel-ochsen-zug,gm_owner,,4,4,4,3,4,5,5,better_compset_intelligence | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct bookings (room nights) / direct booking conversion rate,4,4,3,2,1,1,3000,Budget constraints for a 42-room city boutique hotel — must justify clear revenue uplift,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No measurable uplift in direct bookings or direct revenue within the agreed proof period,Cannot prove attribution / ROI,60_day_pilot | pms_crm_integration | live_dashboard_demo | reference_switzerland | roi_calculator,,
hotel-city-hotel-ochsen-zug,commercial_marketing,,4,4,3,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | avoiding_additional_hire,marketing_software,Increase in direct booking room revenue (direct channel),4,3,2,1,1,1,3000,Ongoing operating budget constraints for a 42-room independent hotel,1000_2000,manual_management_time | fragmented_crm_content | agency_spend,No PMS/channel-manager integration and no demonstrable ROI in comparable Swiss hotels.,No PMS/CRM integration,reference_switzerland | pms_crm_integration | 90_day_pilot | roi_calculator | gdpr_swiss_hosting,,
hotel-city-hotel-ochsen-zug,commercial_marketing,,4,4,4,3,3,5,5,clearer_weekly_decisions | stronger_review_intelligence | avoiding_additional_hire,marketing_software,Increase in direct bookings via website (volume and conversion rate),4,3,2,1,1,1,3000,Budget constraints for a 42-room independent property — difficult to justify ongoing high fixed cost,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,Failure to demonstrate measurable uplift in direct bookings or conversion within the agreed pilot period,Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | reference_switzerland | roi_calculator | pms_crm_integration,,
hotel-city-hotel-ochsen-zug,commercial_marketing,,4,4,3,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | better_compset_intelligence,marketing_software,Direct room revenue via own website (CHF),5,4,3,2,1,1,3000,Cost vs perceived ROI for a 42-room premium city property,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable integration with our PMS/booking engine (preventing measurement of direct bookings and automated actions),No PMS/CRM integration,60_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | white_glove_onboarding,,
hotel-consum-boutique-hotel,gm_owner,,4,3,4,2,3,5,5,clearer_weekly_decisions | more_direct_bookings | avoiding_additional_hire,gm_discretionary,direct booking revenue (CHF),4,3,3,2,1,1,4000,Budget constraints for a very small (12-room) property — difficult to justify a large recurring cost.,1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,"No clear, measurable proof of direct-booking uplift within a reasonable time window.",Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | roi_calculator | reference_switzerland | pms_crm_integration,,
hotel-consum-boutique-hotel,gm_owner,,4,3,4,3,4,4,5,clearer_weekly_decisions | stronger_review_intelligence | faster_content_production,gm_discretionary,increase in direct booking volume (or direct booking share),4,3,2,1,1,1,3000,budget constraints for a small independent 12‑room boutique hotel,1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,No integration with our booking engine / inability to attribute improvements to direct bookings,No PMS/CRM integration,60_day_pilot | pms_crm_integration | live_dashboard_demo | reference_switzerland | roi_calculator,,
hotel-consum-boutique-hotel,gm_owner,,4,3,4,3,4,5,5,clearer_weekly_decisions | faster_content_production | avoiding_additional_hire,gm_discretionary,share of direct bookings (percentage of total room nights / direct revenue),4,3,2,1,1,1,3000,Too expensive for a 12-room boutique with limited marketing budget.,1000_2000,manual_management_time | fragmented_crm_content | agency_spend,No measurable uplift in direct bookings (or direct revenue) within the agreed proof period.,Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | reference_switzerland | gdpr_swiss_hosting | roi_calculator,,
hotel-consum-boutique-hotel,commercial_marketing,,4,4,4,3,4,5,5,faster_content_production | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,Increase in direct bookings (room nights) via hotel website,4,3,2,1,1,1,3000,Limited budget for recurring SaaS at current property scale,1000_2000,manual_management_time | fragmented_crm_content,"No measurable ROI within 3-6 months (i.e., inability to demonstrate direct bookings uplift or equivalent commercial impact)",Cannot prove attribution / ROI,90_day_pilot | pms_crm_integration | roi_calculator | reference_switzerland | live_dashboard_demo,,
hotel-consum-boutique-hotel,commercial_marketing,,4,3,3,2,3,5,5,clearer_weekly_decisions | stronger_review_intelligence | avoiding_additional_hire,gm_discretionary,increase_in_direct_bookings,4,3,2,1,1,1,3000,monthly_cost_too_high_for_small_property,1000_2000,manual_management_time | agency_spend | junior_marketing_hire,No measurable uplift in direct bookings within the agreed proof period,Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | roi_calculator | reference_switzerland | pms_crm_integration,,
hotel-consum-boutique-hotel,commercial_marketing,,4,3,4,2,4,5,5,stronger_review_intelligence | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct bookings (direct booking share),4,3,2,2,1,1,3000,Budget constraints for a 12-room boutique property,1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,No measurable uplift in direct bookings (or clear conversion improvement) within the agreed trial/proof period.,Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | reference_switzerland | roi_calculator | pms_crm_integration,,
hotel-courtyard-by-marriott-zuerich-nord,gm_owner,,4,5,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,commercial_revenue,Direct booking revenue,4,5,4,3,2,1,4000,Budget constraints and unclear incremental ROI at higher price levels,1000_2000,agency_spend | review_reputation_tooling | manual_management_time,Inability to integrate with our PMS/CRS or Marriott brand systems (no access to required data),No PMS/CRM integration,pms_crm_integration | live_dashboard_demo | reference_switzerland | 60_day_pilot | roi_calculator,,
hotel-courtyard-by-marriott-zuerich-nord,gm_owner,,4,5,4,3,3,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,marketing_software,direct_booking_revenue_share,5,4,3,2,1,1,4000,Budget constraints and insufficient demonstrated ROI at that price point,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,Inability to integrate securely with our PMS/CRS or to demonstrate compliant data handling (brand/legal will not approve),No PMS/CRM integration,90_day_pilot | live_dashboard_demo | pms_crm_integration | reference_switzerland | roi_calculator,,
hotel-courtyard-by-marriott-zuerich-nord,gm_owner,,4,5,4,2,3,5,4,better_compset_intelligence | clearer_weekly_decisions | stronger_review_intelligence,commercial_revenue,increase_in_direct_booking_revenue,5,5,4,3,2,1,4000,ongoing running cost vs. perceived incremental return,1000_2000,manual_management_time | review_reputation_tooling | compset_revenue_tooling,No reliable integration path with our PMS/brand systems or failure to meet GDPR/Swiss data compliance (including inability to satisfy Marriott brand/data policies).,No PMS/CRM integration,reference_switzerland | 60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | live_dashboard_demo,,
hotel-courtyard-by-marriott-zuerich-nord,commercial_marketing,,4,4,3,3,4,5,4,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,marketing_software,direct_bookings_room_revenue_uplift,5,4,3,2,2,1,4000,budget constraints and unclear ROI for recurring monthly cost,1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,No seamless integration path with our PMS/Marriott systems or inability to meet data privacy/GDPR requirements,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-courtyard-by-marriott-zuerich-nord,commercial_marketing,,4,4,4,3,4,5,4,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,direct_booking_revenue,5,4,3,2,1,1,3000,Cost versus clearly proven ROI at property level,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No viable integration path with PMS/CRS or conflict with Marriott brand systems / reporting requirements,No PMS/CRM integration,pms_crm_integration | reference_switzerland | 60_day_pilot | live_dashboard_demo | gdpr_swiss_hosting,,
hotel-courtyard-by-marriott-zuerich-nord,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | better_compset_intelligence,marketing_software,Increase in direct bookings revenue (or share of direct bookings),5,4,3,2,2,1,3000,Local property budget constraints — monthly SaaS fees above ~CHF3k are hard to justify for a single 150-room city hotel,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,Unable to integrate with PMS/CRM or meet Marriott/Swiss data privacy and brand governance requirements.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | live_dashboard_demo,,
hotel-cresta-palace-celerina,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | better_compset_intelligence,commercial_revenue,Increase in % of bookings (or revenue) coming from direct channels,4,4,3,2,2,1,4000,"Budget constraints vs. perceived ROI — we need clear, fast payback",1000_2000,agency_spend | manual_management_time | review_reputation_tooling | compset_revenue_tooling,No reliable PMS/booking-engine integration or inability to provide Swiss GDPR-compliant hosting — without those we cannot trust data or attribute results.,No PMS/CRM integration,pms_crm_integration | reference_switzerland | reference_luxury | 60_day_pilot | gdpr_swiss_hosting,,
hotel-cresta-palace-celerina,gm_owner,,4,4,4,3,4,4,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,commercial_revenue,increase in direct room revenue (or direct booking conversion),5,4,3,2,1,1,3000,budget constraints for a single-property hotel and need to justify recurring cost,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No secure PMS/booking-engine integration or inability to meet Swiss/GDPR data hosting/privacy requirements,No PMS/CRM integration,pms_crm_integration | 60_day_pilot | reference_switzerland | reference_luxury | live_dashboard_demo,,
hotel-cresta-palace-celerina,gm_owner,,4,4,4,3,3,5,5,clearer_weekly_decisions | better_compset_intelligence | avoiding_additional_hire,commercial_revenue,increase in direct booking revenue,5,4,3,2,1,1,4000,"Too expensive for a single-property hotel without very clear, fast ROI",1000_2000,agency_spend | review_reputation_tooling | manual_management_time,No reliable integration with our PMS/booking engine (inability to ingest real booking and rate data),No PMS/CRM integration,pms_crm_integration | 60_day_pilot | reference_switzerland | reference_luxury | gdpr_swiss_hosting,,
hotel-cresta-palace-celerina,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,marketing_software,uplift in direct booking revenue (or direct booking share),4,5,4,3,2,1,5000,budget constraints vs unclear short-term ROI,1000_2000,agency_spend | review_reputation_tooling | compset_revenue_tooling | manual_management_time,No demonstrable integration with our PMS/booking engine and inability to prove measurable uplift in direct bookings within the agreed pilot window,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-cresta-palace-celerina,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,commercial_revenue,increase in direct booking revenue (or direct booking share),5,4,3,2,1,1,4000,budget constraints — commercial budgets are tight and must justify clear short-term ROI,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,no_pms_crm_integration,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | white_glove_onboarding,,
hotel-cresta-palace-celerina,commercial_marketing,,4,4,3,3,4,5,5,clearer_weekly_decisions | more_direct_bookings | better_compset_intelligence,marketing_software,direct booking revenue (website room revenue),4,4,3,2,2,1,4000,monthly cost exceeds marketing budget and expected ROI for a single property,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No reliable integration with our PMS/booking engine (no data feed to prove direct booking uplift),No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | roi_calculator,,
hotel-czp-chalet-zermatt-peak,gm_owner,,4,3,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,direct booking revenue,4,4,3,2,2,1,4000,Too expensive relative to the very small property size and limited internal capacity to operationalize features,1000_2000,manual_management_time | junior_marketing_hire | fragmented_crm_content,No Swiss/GDPR-compliant hosting or clear data controls (privacy non-compliance).,No GDPR / Swiss data hosting,60_day_pilot | reference_luxury | reference_switzerland | live_dashboard_demo | pms_crm_integration,,
hotel-czp-chalet-zermatt-peak,gm_owner,,4,4,4,3,3,5,5,clearer_weekly_decisions | avoiding_additional_hire | stronger_guest_segmentation,owner_exception,direct_booking_revenue,5,4,3,2,2,1,4000,Insufficient ROI for a tiny property with very low booking volume,1000_2000,manual_management_time | fragmented_crm_content | agency_spend,No measurable increase in direct bookings (or clear path to bookings) within the agreed proof period / inability to integrate with our booking flow.,Cannot prove attribution / ROI,60_day_pilot | reference_luxury | pms_crm_integration | reference_switzerland | live_dashboard_demo,,
hotel-czp-chalet-zermatt-peak,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,owner_exception,incremental direct booking revenue (or incremental direct bookings),5,5,4,3,2,1,4000,"Too high a recurring cost for a very small, owner-run property with low booking volumes",1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,lack_of_direct_booking_system_integration,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | live_dashboard_demo,,
hotel-czp-chalet-zermatt-peak,commercial_marketing,,5,4,4,3,4,5,5,stronger_review_intelligence | clearer_weekly_decisions | avoiding_additional_hire,owner_exception,incremental direct booking revenue,5,5,4,3,2,1,4000,"recurring SaaS cost without immediate, measurable high-value bookings",1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No Swiss/GDPR-compliant hosting or inability to provide references from comparable Swiss luxury properties,No GDPR / Swiss data hosting,60_day_pilot | reference_luxury | reference_switzerland | pms_crm_integration | gdpr_swiss_hosting,,
hotel-czp-chalet-zermatt-peak,commercial_marketing,,3,4,4,5,4,4,5,more_direct_bookings | better_ai_visibility | avoiding_additional_hire,owner_exception,increase in direct booking revenue / % of total bookings booked directly,5,4,3,2,2,1,4000,"ongoing recurring cost is hard to justify for a 5-room property without clear, immediate bookings uplift",1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No credible proof of direct booking uplift (conversion-tracked case study) for a comparable Swiss luxury property,No GDPR / Swiss data hosting,reference_luxury | reference_switzerland | 60_day_pilot | pms_crm_integration | live_dashboard_demo,,
hotel-czp-chalet-zermatt-peak,commercial_marketing,,3,3,4,4,4,4,5,more_direct_bookings | avoiding_additional_hire | clearer_weekly_decisions,owner_exception,direct_booking_revenue,4,3,2,1,1,1,3000,Subscription cost becomes disproportionate to tiny property volume and clear ROI is harder to prove,1000_2000,agency_spend | manual_management_time | fragmented_crm_content,"No measurable increase in direct booking revenue (or clear, attributable uplift) within the agreed proof period (≈3–6 months).",Cannot prove attribution / ROI,60_day_pilot | reference_luxury | pms_crm_integration | gdpr_swiss_hosting | white_glove_onboarding,,
hotel-delta-resort-apartments,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,direct_booking_revenue,4,3,3,2,2,1,4000,Overall budget constraint for a small 13-room property,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,"No measurable uplift in direct bookings or revenue within the agreed proof period (i.e., no clear, demonstrable ROI).",Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | pms_crm_integration | reference_switzerland | roi_calculator,,
hotel-delta-resort-apartments,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct booking revenue (or direct booking share),5,4,3,2,2,1,3000,budget constraints for a small 13-room property,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable PMS/booking-engine integration or inability to credibly demonstrate direct booking uplift in a short pilot,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | roi_calculator,,
hotel-delta-resort-apartments,gm_owner,,4,4,4,3,4,5,5,clearer_weekly_decisions | more_direct_bookings | avoiding_additional_hire,gm_discretionary,direct_booking_share,4,3,2,1,1,1,3000,Budget constraints for a small 13-room property,1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,No reliable PMS/booking-engine integration or inability to demonstrate measurable uplift within the agreed pilot period.,No PMS/CRM integration,90_day_pilot | reference_switzerland | reference_luxury | pms_crm_integration | gdpr_swiss_hosting,,
hotel-delta-resort-apartments,commercial_marketing,,4,4,4,3,4,4,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,marketing_software,direct_booking_revenue,5,4,3,2,1,1,3000,Too expensive relative to property size and current marketing budget,1000_2000,manual_management_time | review_reputation_tooling | junior_marketing_hire,"No measurable improvement in direct bookings or direct booking revenue during a defined pilot period (i.e., no credible pilot ROI).",Cannot prove attribution / ROI,60_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | live_dashboard_demo,,
hotel-delta-resort-apartments,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | faster_content_production,marketing_software,increase in direct booking revenue (share of total bookings coming direct),4,4,3,2,2,1,4000,Budget constraints for a small 13-room property — fixed monthly fees become hard to justify versus direct revenue uplift.,1000_2000,manual_management_time | agency_spend | fragmented_crm_content | review_reputation_tooling,"No credible, measurable link to direct booking uplift or inability to integrate with our booking system/PMS.",No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | reference_luxury,,
hotel-delta-resort-apartments,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,owner_exception,direct_booking_revenue,4,3,2,1,1,1,3000,"Too high relative to the hotel's size, ADR and available marketing budget",1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,No measurable uplift in direct bookings (or RevPAR) within the agreed proof period (typically 60–90 days) or inability to integrate with our booking/PMS data.,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-deltapark-vitalresort,gm_owner,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,increase in direct room revenue (direct bookings),5,5,4,3,2,1,4000,budget constraints and unclear ROI at higher price points,1000_2000,agency_spend | review_reputation_tooling | compset_revenue_tooling | manual_management_time,No reliable integration with our PMS/booking engine (inability to verify direct booking/revenue impact),No PMS/CRM integration,pms_crm_integration | 60_day_pilot | reference_switzerland | gdpr_swiss_hosting | reference_luxury,,
hotel-deltapark-vitalresort,gm_owner,,4,4,3,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | better_compset_intelligence,commercial_revenue,increase in direct channel room revenue,5,4,3,2,1,1,4000,budget constraints and unclear ROI at higher price points,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable PMS/CRM integration or inability to guarantee Swiss/GDPR-compliant data hosting,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | live_dashboard_demo,,
hotel-deltapark-vitalresort,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | stronger_review_intelligence,commercial_revenue,Increase in direct bookings / direct booking revenue (website conversions),5,4,3,2,2,1,4000,Budget constraints for ongoing SaaS fees relative to expected short-term ROI,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,Inability to securely integrate with our PMS/booking engine and provide reliable booking attribution,No PMS/CRM integration,pms_crm_integration | 90_day_pilot | reference_switzerland | roi_calculator | live_dashboard_demo,,
hotel-deltapark-vitalresort,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,marketing_software,direct booking room revenue uplift (%),5,5,4,3,2,1,5000,Budget vs demonstrable ROI — hard to justify recurring high fee without proven uplift,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,Inability to demonstrate measurable uplift in direct booking revenue within the agreed pilot period (3–6 months) or refusal / inability to integrate relevant data sources (PMS/booking engine) securely.,No PMS/CRM integration,90_day_pilot | reference_luxury | reference_switzerland | pms_crm_integration | roi_calculator,,
hotel-deltapark-vitalresort,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | faster_content_production | better_compset_intelligence,marketing_software,increase in direct booking revenue,5,4,3,2,1,1,3000,limited recurring budget for new SaaS,1000_2000,manual_management_time | agency_spend | review_reputation_tooling | compset_revenue_tooling,"No measurable improvement in direct bookings or revenue within the agreed pilot window (i.e., inability to demonstrate uplift in the proof period).",Cannot prove attribution / ROI,60_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | gdpr_swiss_hosting,,
hotel-deltapark-vitalresort,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,marketing_software,increase in direct booking revenue,5,5,4,3,2,1,5000,Budget vs perceived ROI — hard to justify ongoing high monthly cost,2000_3000,manual_management_time | agency_spend | review_reputation_tooling | compset_revenue_tooling,No reliable PMS / booking-engine integration (insufficient data quality) — would make the platform's outputs untrustworthy,No PMS/CRM integration,60_day_pilot | live_dashboard_demo | pms_crm_integration | reference_switzerland | reference_luxury,,
hotel-deltapark-vitalresort-seevillen,gm_owner,,4,3,4,2,4,5,5,faster_content_production | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase_in_direct_bookings_via_website,4,3,2,1,1,1,3000,budget constraints and limited room base / marginal ROI for high monthly fees,1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,no measurable uplift in direct bookings or clear revenue-impact actions during the agreed proof period,Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | pms_crm_integration | reference_luxury | roi_calculator,,
hotel-deltapark-vitalresort-seevillen,gm_owner,,3,3,4,3,4,4,5,clearer_weekly_decisions | avoiding_additional_hire | stronger_review_intelligence,gm_discretionary,increase in direct booking conversion (or direct booking revenue),3,2,1,1,1,1,2000,budget constraints relative to property size and limited inventory,under_1000,manual_management_time | fragmented_crm_content | review_reputation_tooling,"No measurable, attributable uplift in direct bookings (or clear commercial outcomes) within the agreed proof period.",Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | reference_switzerland | gdpr_swiss_hosting | white_glove_onboarding,,
hotel-deltapark-vitalresort-seevillen,gm_owner,,4,3,4,3,4,5,5,clearer_weekly_decisions | avoiding_additional_hire | stronger_review_intelligence,gm_discretionary,direct_booking_revenue,4,3,2,2,1,1,3000,budget constraints for a very small serviced-apartment operation,1000_2000,manual_management_time | fragmented_crm_content | junior_marketing_hire,No access or reliable integration with our booking/PMS data (prevents measurement and actionable influence on direct bookings).,No PMS/CRM integration,60_day_pilot | pms_crm_integration | live_dashboard_demo | reference_switzerland | reference_luxury,,
hotel-deltapark-vitalresort-seevillen,commercial_marketing,,4,3,4,2,4,5,5,clearer_weekly_decisions | faster_content_production | avoiding_additional_hire,marketing_software,increase in direct booking revenue (website/reservations) attributable to platform-driven actions,5,4,3,2,2,1,4000,Recurring cost feels high relative to the hotel's scale and measurable direct revenue uplift is uncertain,1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,Inability to integrate with our booking engine/PMS or to accurately track/attribute direct bookings (no measurable conversion attribution),No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | live_dashboard_demo,,
hotel-deltapark-vitalresort-seevillen,commercial_marketing,,4,3,4,2,4,4,5,stronger_review_intelligence | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase_in_direct_bookings (nights) and direct_booking_conversion_rate,2,2,1,1,1,1,1000,Monthly fee too high relative to very small property scale (only 2 serviced apartments),under_1000,manual_management_time | fragmented_crm_content | review_reputation_tooling,Monthly price not aligned with property scale — cost per room/seat too high for a 2-unit operation (no viable ROI).,Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | gdpr_swiss_hosting,,
hotel-deltapark-vitalresort-seevillen,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,marketing_software,increase in direct booking revenue,5,4,3,2,2,1,4000,Exceeds typical annual software budget for the marketing department,1000_2000,agency_spend | review_reputation_tooling | manual_management_time | compset_revenue_tooling,"No reliable integration with our PMS/booking engine or refusal to provide Swiss-hosted, GDPR-compliant data handling.",No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | roi_calculator,,
