hotel_slug,hotel_name,location,stars,rooms,adr_chf,segment,revenue_proxy_chf,priority_score,buy_3k,buy_5k,delay_12m,price_band,primary_wedge,primary_blocker,deal_killer,deal_killer_raw,outreach_angle,gm_confidence,gm_buy_3k,gm_buy_5k,gm_wedge,gm_blocker,cm_confidence,cm_buy_3k,cm_buy_5k,cm_wedge,cm_blocker,disagreements,proof_package
hotel-hotel-cailler,Hôtel Cailler,Charmey (Gruyère),4,63,688,upper_upscale,10757981,42,35,14,68,1000_2000,"Low-risk, Swiss-referenced 90-day pilot that turns scattered data into weekly actions, with pre-verified PMS/BE integration and performance-linked pricing.",No dedicated revenue manager/implementation owner plus owner-level caution on recurring spend and integration friction with PMS/booking engine.,No PMS/CRM integration,no_pms_or_booking_engine_integration,"Propose a Swiss-hosted, white-glove 60–90 day pilot scheduled for shoulder season at CHF 1–2k/mo. Commit to PMS/BE integration, a weekly FR/DE/IT action checklist, and a clear success metric (+3pp direct share or +10% direct-room revenue). Provide a live dashboard demo, Swiss wellness references, ROI calculator, and monthly opt-out. Emphasize minimal internal workload and replacing manual/agency tasks; option to scale to CHF 3k after proven uplift.",medium,30,10,Turn scattered reviews/compset data into a concise weekly action checklist (FR/DE/IT) tied to measurable direct-booking uplift—replacing manual spreadsheets and parts of agency work.,No dedicated revenue manager/implementation owner plus owner-level caution on recurring spend and integration friction with PMS/booking engine.,medium,40,18,"Low-risk, Swiss-referenced 90-day pilot that turns scattered data into weekly actions, with pre-verified PMS/BE integration and performance-linked pricing.",Owner signoff plus PMS/booking-engine integration/attribution risk and timelines (including agency/IT inertia).,"deal_killer: GM=""no_pms_or_booking_engine_integration"" vs CM=""No reliable PMS/booking engine integration and attribution of direct bookings within the proof window.""",90_day_pilot | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | 60_day_pilot
hotel-hotel-crystal-2,Hotel Crystal,St. Moritz,4,74,389.57,upper_upscale,7155154,42,34,14,65,1000_2000,"Attribution-safe 90-day pilot in a shoulder period with PMS/booking engine integration and Swiss-hosted data, generating weekly prioritized actions that replace fragmented agency/reporting time.",Owner/CFO attribution skepticism under seasonal volatility and conservative recurring budget approvals.,Cannot prove attribution / ROI,"No measurable, attributable uplift in direct bookings/RevPAR within the pilot window.","Lead with Swiss luxury references and an attribution-first 90-day pilot scoped for shoulder season. Include PMS/BE integration, Swiss/GDPR hosting, and a clear ROI model tied to direct booking revenue and time saved. Price the pilot in the CHF 1–2k band with monthly opt-out, then step up to CHF 3k only upon hitting agreed KPIs. Show how this replaces specific agency/reporting costs and reduces GM/RevMgr manual work via a weekly action list.",high,33,12,"Attribution-safe 90-day pilot in a shoulder period with PMS/booking engine integration and Swiss-hosted data, generating weekly prioritized actions that replace fragmented agency/reporting time.",Owner/CFO attribution skepticism under seasonal volatility and conservative recurring budget approvals.,medium,35,15,Swiss-hosted 60-day pilot tied to PMS-tracked direct revenue attribution and a weekly action plan that replaces spreadsheets and consolidates tools.,Owner sign-off contingent on provable attribution; PMS/booking-engine integration and GDPR/legal review may delay or derail proof.,"deal_killer: GM=""No measurable, attributable uplift in direct bookings/RevPAR within the pilot window."" vs CM=""No reliable PMS/booking-engine integration to attribute direct revenue impact.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | 90_day_pilot | roi_calculator
hotel-hotel-loewen-am-see,Hotel Löwen am See,Zug,4,47,447.43,upper_upscale,5219450,42,33,13,66,1000_2000,A PMS-integrated weekly commercial action plan that replaces spreadsheets and unifies compset and multilingual review insights to drive direct bookings with minimal team lift.,Finance/owner conservatism plus hidden PMS/BE integration/API fees increasing TCO and straining team capacity.,No PMS/CRM integration,"No credible, attributable uplift in direct bookings/revenue within the pilot or inability to integrate with PMS/booking engine.","Propose a Swiss-compliant, 90-day pilot in the CHF 1–2k/month band with monthly opt-out: week 0 integration scoping (confirm PMS/BE APIs and any third-party fees), week 1 go-live of a live dashboard and Monday action list (5–8 tasks with DE/FR/IT templates), and a day-45 ROI checkpoint tied to direct share and review KPIs. Include white-glove onboarding (≤15 internal hours), two Swiss premium references, and a clear attribution plan. Position as consolidating manual time and existing reputation intel—not another tool—to avoid an additional hire. Offer a path to performance pricing or downgrade if <10% relative uplift is not on track.",high,37,15,A PMS-integrated weekly commercial action plan that replaces spreadsheets and unifies compset and multilingual review insights to drive direct bookings with minimal team lift.,Finance/owner conservatism plus hidden PMS/BE integration/API fees increasing TCO and straining team capacity.,medium,28,10,"Weekly, low-lift commercial action plans + compset alerts that turn scattered data into 2–3 specific tasks, tied to a measured direct-booking KPI.",Owner/Finance skepticism about recurring SaaS fees and attribution; likely demand for performance terms and proven Swiss references before sign-off.,"deal_killer: GM=""No credible, attributable uplift in direct bookings/revenue within the pilot or inability to integrate with PMS/booking engine."" vs CM=""No credible, attributable proof of direct booking/revenue uplift within the pilot window.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | roi_calculator | 90_day_pilot
hotel-hotel-nira-alpina,Hotel NIRA ALPINA,Silvaplana,4,70,754.69,luxury,13111984,42,35,14,67,1000_2000,"Turn scattered data into a weekly, owner-assigned commercial action plan that safeguards luxury positioning while improving direct mix.",Owner OPEX sensitivity combined with PMS/booking-engine integration lead times/costs.,No PMS/CRM integration,No reliable PMS/booking-engine integration or inability to meet Swiss/GDPR hosting requirements.,"Lead with a 60–90 day shoulder-season pilot focused on a single weekly actions list, Swiss-hosted data, and a CHF ROI calculator tied to direct-share, RevPAR-neutrality, and hours saved. Offer live dashboard demo + Swiss luxury references, confirm named PMS/BE integration early, keep auto-pricing optional, and propose monthly opt-out with an annual discount. Frame funding via reduced agency/tool overlap and reclaimed management time; secure an early owner checkpoint for OPEX approval.",medium,40,18,"Weekly actions + compset and review intelligence that replaces manual reporting and parts of agency/tools, with Swiss-hosted data and a CHF-denominated ROI case.",Owner OPEX sensitivity combined with PMS/booking-engine integration lead times/costs.,medium,30,9,"Turn scattered data into a weekly, owner-assigned commercial action plan that safeguards luxury positioning while improving direct mix.","Owner/Finance demand for provable, attributable uplift and the integration complexity with an external booking engine (plus seasonality-driven timing).","deal_killer: GM=""No reliable PMS/booking-engine integration or inability to meet Swiss/GDPR hosting requirements."" vs CM=""No reliable PMS/booking‑engine integration path to attribute direct bookings and prove incremental revenue.""",60_day_pilot | reference_switzerland | pms_crm_integration | roi_calculator | reference_luxury
hotel-hotel-schweizerhof-st-moritz,Hotel Schweizerhof St. Moritz,St. Moritz,4,82,467.81,upper_upscale,9521056,42,35,13,68,1000_2000,"Audit-ready 90-day shoulder-season pilot with PMS/BE integration that produces a weekly, low-lift action board and a transparent attribution report linking actions to uplift.",Attribution/integration credibility (PMS/booking engine) and Owner/Board approval after security/Swiss-hosting legal review.,No PMS/CRM integration,No reliable PMS/booking-engine integration or inability to provide Swiss/GDPR-compliant hosting.,"Propose a Swiss-hosted, 60-day shoulder-season pilot focused on auditable direct-booking lift. Lead with a clear integration plan (PMS + booking engine), deploy tracking (UTMs, BE events, holdout cohorts), and define success upfront: ≥5% direct revenue and improved BE conversion. Deliver a weekly, done-for-you action list (pricing, offers, content in DE/EN/IT) requiring only quick approvals to protect team bandwidth. Provide Swiss alpine/luxury references and DPA/security docs at first meeting. Package risk controls: monthly opt-out, ROI calculator using their ADR/occupancy, and optional performance-linked pricing for tiers above CHF 3k. Target pricing: CHF 1–2k/month post-pilot; defer any higher tier discussion until after proven attribution.",medium,30,8,"Weekly data-to-actions engine with compset alerts tied to small, auditable direct-booking experiments that save management time and avoid an additional hire.",Attribution/integration credibility (PMS/booking engine) and Owner/Board approval after security/Swiss-hosting legal review.,medium,40,18,"Audit-ready 90-day shoulder-season pilot with PMS/BE integration that produces a weekly, low-lift action board and a transparent attribution report linking actions to uplift.",Owner conservatism plus Revenue Manager attribution skepticism (overlap with current tools and proof of incremental uplift).,"deal_killer: GM=""No reliable PMS/booking-engine integration or inability to provide Swiss/GDPR-compliant hosting."" vs CM=""No auditable proof of incremental direct revenue due to lack of PMS/BE integration or unacceptable attribution/hosting compliance.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | reference_luxury | 60_day_pilot
hotel-hotel-seepark-thun,Hotel Seepark Thun,Thun,4,91,264.06,upper_upscale,5964112,42,33,11,60,1000_2000,Deliver a Swiss-hosted 60–90 day pilot with PMS attribution and a 30‑minute weekly decision brief that replaces fragmented review/compset tooling and saves GM time while targeting weddings/seminars shoulder nights.,Owner/Controller OPEX conservatism and legal/IT integration reviews that slow approval.,No PMS/CRM integration,No reliable PMS/booking-engine integration or inability to attribute direct revenue uplift to platform actions during the pilot.,"Propose a Swiss-hosted, GDPR-compliant 60–90 day pilot focused on shoulder-night direct revenue and OTA commission reduction. Start with PMS/booking-engine integration + live dashboard demo, then provide a German-language weekly action brief (3–5 tasks) and wedding/seminar content pack. Anchor pricing in the CHF 1.5–2k band during pilot with monthly opt‑out, include ROI calculator and 2 Swiss references. Commit to white‑glove onboarding and a clear attribution plan. Position as replacing agency/review tools and avoiding an additional hire; schedule kickoff outside peak event periods and align with the Owner’s budgeting cadence.",high,30,12,Deliver a Swiss-hosted 60–90 day pilot with PMS attribution and a 30‑minute weekly decision brief that replaces fragmented review/compset tooling and saves GM time while targeting weddings/seminars shoulder nights.,Owner/Controller OPEX conservatism and legal/IT integration reviews that slow approval.,high,35,10,"Prove uplift where it matters: weekly action engine focused on seminars/weddings and peak-date ADR, with DE/EN content generation and compset/event alerts, delivered via a 60-day Swiss-hosted pilot.",Owner/Board and Finance veto combined with IT/legal compliance reviews and limited team bandwidth to operationalize recommendations.,"deal_killer: GM=""No reliable PMS/booking-engine integration or inability to attribute direct revenue uplift to platform actions during the pilot."" vs CM=""No reliable PMS/CRM integration or lack of Swiss/GDPR-compliant data hosting.""",pms_crm_integration | 60_day_pilot | reference_switzerland | gdpr_swiss_hosting | roi_calculator
hotel-la-val-hotel-spa,La Val Hotel & Spa,Breil/Brigels,4,38,516.71,upper_upscale,4873402,42,34,16,68,1000_2000,"Attribution-first 90-day pilot aligned to a shoulder period, with PMS/BE integration, Swiss hosting, and a weekly small-team playbook that saves time while demonstrating measurable direct-revenue uplift.","Owner’s seasonal cashflow conservatism and preference for capex over recurring SaaS, compounded by PMS integration lead times.",Cannot prove attribution / ROI,"No credible, measurable uplift in direct booking revenue or equivalent staff/agency cost savings within the agreed short proof window.","Propose a 60-day, Swiss-hosted pilot timed for shoulder season with monthly opt-out. Commit to a clear KPI: +10% direct booking revenue or +5pp direct share vs. OTAs, plus 4–6 GM hours saved/month. Start with read-only PMS/booking pull and an advisory weekly action list (pricing cues, DE/EN content, review insights). Provide 1–2 Swiss alpine references, a simple ROI calculator, and a path to deeper PMS/CRS integration only after pilot success. Price in the CHF 1–2k band for pilot; defer 5k-tier items (white-glove, deep integrations) until value is proven.",medium,35,20,"Time-to-value pilot: weekly decision dashboard that saves GM hours and grows direct share without adding headcount; start advisory-only, prove impact, then consider deeper integration.","Owner’s seasonal cashflow conservatism and preference for capex over recurring SaaS, compounded by PMS integration lead times.",medium,33,12,"Attribution-first 90-day pilot aligned to a shoulder period, with PMS/BE integration, Swiss hosting, and a weekly small-team playbook that saves time while demonstrating measurable direct-revenue uplift.","Owner-level risk aversion driven by attribution skepticism and recurring-fee scrutiny, compounded by potential PMS/booking engine integration delays.","deal_killer: GM=""No credible, measurable uplift in direct booking revenue or equivalent staff/agency cost savings within the agreed short proof window."" vs CM=""No reliable PMS/booking-engine integration or inability to demonstrate measurable uplift in direct bookings within an agreed pilot period.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | 60_day_pilot | live_dashboard_demo
hotel-le-grand-bellevue,Le Grand Bellevue,Gstaad,5,57,665.85,luxury,9420046,42,36,15,70,1000_2000,"Position as a complementary 90-day, off-season pilot focused on weekly commercial actions, compset/review intelligence, and multilingual content acceleration, with Swiss hosting/compliance and luxury Swiss references; monthly opt-out to de-risk owner concerns.","Owner/CFO reluctance to approve recurring SaaS without clear, sustained, and attributable uplift; compounded by existing luxury-agency contracts and reputational risk in peak season.",No PMS/CRM integration,No reliable PMS/booking-engine integration or inability to show direct-booking uplift in a short pilot; non–Swiss/GDPR-compliant hosting is unacceptable.,"Position a 60-day Swiss-hosted pilot starting in shoulder season with PMS integration and strict pricing guardrails. Commit to a weekly executive summary (3–7 actions), clear attribution plan to direct share, and reference Swiss/Alpine luxury peers. Frame budget as a reallocation of agency/reporting spend with a monthly opt-out after pilot.",medium,42,20,"Run a Swiss-hosted, PMS-integrated 60-day low-season pilot that replaces part of agency reporting and delivers a weekly GM/RM action list with guardrails, aiming for a measurable direct-share uplift.","Owner/CFO reluctance to approve recurring SaaS without clear, sustained, and attributable uplift; compounded by existing luxury-agency contracts and reputational risk in peak season.",low,30,10,"Position as a complementary 90-day, off-season pilot focused on weekly commercial actions, compset/review intelligence, and multilingual content acceleration, with Swiss hosting/compliance and luxury Swiss references; monthly opt-out to de-risk owner concerns.",No current direct-booking infrastructure plus owner conservatism and integration effort required to attribute revenue uplift.,"price_band: GM=2000_3000 vs CM=1000_2000 | deal_killer: GM=""No reliable PMS/booking-engine integration or inability to show direct-booking uplift in a short pilot; non–Swiss/GDPR-compliant hosting is unacceptable."" vs CM=""Inability to demonstrate attributable revenue impact (direct or RevPAR proxy) due to absent direct-booking infrastructure and/or blocked PMS/booking data access.""",reference_luxury | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | 60_day_pilot
hotel-relais-chateaux-chasa-montana,Relais & Châteaux Chasa Montana,Samnaun Dorf,5,45,396.9,luxury,4432976,42,40,15,65,1000_2000,"Swiss-hosted 90-day pilot in shoulder season with PMS/BE integration, producing weekly action lists that save time and target a measurable direct-share uplift.","Finance/legal skepticism about measurable, attributable uplift and data-governance (Swiss/GDPR) requirements.",No PMS/CRM integration,No reliable PMS/booking engine integration or inability to attribute direct-booking conversions securely.,"Propose a 90-day off-season pilot focused first on review intelligence, multilingual luxury-tone content, and a weekly decision list; defer automated pricing until trust is built. Bring Swiss-hosted DPA and a concrete PMS/BE integration plan with interim attribution via GA4 + booking-engine events and agreed baseline. Provide a Swiss luxury reference, white-glove onboarding, and a monthly opt-out until winter season. Price in the 1–2k band for pilot, then 3k annual with optional performance component tied to net-new direct room nights.",medium,45,20,"A weekly, prioritized commercial action list (time savings) plus luxury-tone multilingual content and review intelligence, all tied to a transparent, CFO-ready attribution plan.","Finance/legal skepticism about measurable, attributable uplift and data-governance (Swiss/GDPR) requirements.",medium,35,10,"Swiss-hosted 90-day pilot in shoulder season with PMS/BE integration, producing weekly action lists that save time and target a measurable direct-share uplift.",PMS/channel manager integration complexity and paid connectors requiring owner approval and legal/IT review.,"deal_killer: GM=""No reliable PMS/booking engine integration or inability to attribute direct-booking conversions securely."" vs CM=""No reliable PMS/CRM/booking engine integration and no Swiss/GDPR-compliant hosting.""",90_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_luxury | reference_switzerland
hotel-sunstar-hotel-lenzerheide,Sunstar Hotel Lenzerheide,Lenzerheide/Lai,4,88,394.46,upper_upscale,8615638,42,33,14,65,1000_2000,"Time‑boxed 60–90 day pilot delivering weekly, prioritized commercial actions + measurable OTA‑fee savings from improved direct share, with PMS/BE integration and Swiss hosting proven up front.","Chain-level IT/security and procurement approvals for integrations and Swiss data residency, plus seasonal capacity constraints.",No PMS/CRM integration,no PMS/booking-engine integration,"Propose a Swiss-hosted, GDPR-compliant 60–90 day pilot timed for shoulder season with guaranteed PMS/booking-engine read access. Commit to a clear success metric (e.g., ≥5% direct room revenue uplift or measurable OTA-share reduction), white-glove onboarding, and a monthly opt-out. Provide Swiss alpine references, security/DPAs upfront, and an ROI calculator; start in the CHF 1–2k pilot band with step-up to 3k upon success.",medium,30,15,"Time a 60–90 day, Swiss-hosted pilot for shoulder season with guaranteed PMS read-in, producing a weekly action plan tied to direct revenue/KPI lift and OTA commission reduction, with minimal staff time.","Chain-level IT/security and procurement approvals for integrations and Swiss data residency, plus seasonal capacity constraints.",medium,35,12,"Time‑boxed 60–90 day pilot delivering weekly, prioritized commercial actions + measurable OTA‑fee savings from improved direct share, with PMS/BE integration and Swiss hosting proven up front.",Owner/owner‑rep aversion to recurring opex and potential Sunstar group procurement/IT constraints around third‑party integrations.,"deal_killer: GM=""no PMS/booking-engine integration"" vs CM=""No reliable PMS/booking‑engine integration to ingest bookings and measure direct‑channel uplift credibly.""",60_day_pilot | reference_switzerland | pms_crm_integration | gdpr_swiss_hosting | roi_calculator
hotel-the-cambrian,The Cambrian,Adelboden,4,72,400.16,upper_upscale,7151019,42,33,14,64,1000_2000,"Shoulder‑season direct uplift via weekly action playbooks + compset alerts and multilingual campaign templates, avoiding an additional hire.",PMS/booking‑engine integration and Swiss/GDPR data‑residency assurance plus Owner sign‑off on recurring spend.,No PMS/CRM integration,No secure PMS/booking‑engine integration combined with inability to guarantee Swiss/GDPR‑compliant data hosting,"Propose a Swiss‑hosted, 60‑day pilot aligned to an off‑peak window. Lead with a clear, low‑lift integration plan (read‑only data first 2 weeks; full PMS/BE connector by week 6), total cost transparency (one‑time + monthly), and an attribution model tied to direct bookings and shoulder‑night occupancy. Bring two Swiss alpine/luxury references, commit to DE/EN templates and a weekly GM digest of 3–5 prioritized actions. Gate the pilot with success criteria (e.g., uplift vs. baseline) and offer a clean monthly opt‑out after the pilot to reduce Owner risk.",high,33,14,"Shoulder‑season direct uplift via weekly action playbooks + compset alerts and multilingual campaign templates, avoiding an additional hire.",PMS/booking‑engine integration and Swiss/GDPR data‑residency assurance plus Owner sign‑off on recurring spend.,medium,33,13,"Deliver a weekly, explainable commercial action plan that lifts direct bookings and replaces manual spreadsheeting, tuned to alpine seasonality, with DE/EN content ready to launch.",Owner/Board reluctance to commit to CHF 3k–5k recurring spend without Swiss/alpine references and a longer proof window; integration/data-residency reviews extend timelines.,"deal_killer: GM=""No secure PMS/booking‑engine integration combined with inability to guarantee Swiss/GDPR‑compliant data hosting"" vs CM=""No credible, measurable uplift in direct bookings (or clear path to it) within the agreed pilot/proof period""",60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | live_dashboard_demo
hotel-the-view-lugano,The View Lugano,Lugano,5,18,1222.5,luxury,5461641,42,35,13,66,1000_2000,"Risk‑mitigated 60‑day pilot during shoulder season with PMS/BE integration, Swiss hosting, and direct‑booking attribution.",Integration and operational capacity risk: PMS/BE connectors plus limited team time to execute tasks; owner sensitivity to brand/pricing automation and data privacy.,Cannot prove attribution / ROI,No measurable increase in direct bookings or direct booking revenue within the agreed proof period.,"Propose a Swiss-hosted, human-in-the-loop 60–90 day pilot focused on direct-share uplift, not automation. Include PMS/BE integration SLA, weekly concierge sessions (90 minutes), luxury Swiss references, and a clear ROI calculator. Performance-pricing or monthly opt-out to de-risk. Start in a shoulder season and limit scope to direct/website and selected metasearch to ensure brand control.",low,40,15,"Human-in-the-loop, Swiss-hosted 60–90 day pilot proving +8–10pp direct-share (or +10% direct revenue) with clear attribution; weekly action lists and white-glove support, no automatic price changes.",Integration and operational capacity risk: PMS/BE connectors plus limited team time to execute tasks; owner sensitivity to brand/pricing automation and data privacy.,low,30,10,"Risk‑mitigated 60‑day pilot during shoulder season with PMS/BE integration, Swiss hosting, and direct‑booking attribution.","Owner reluctance to commit to recurring SaaS for an 18‑room ultra‑luxury property without local references and hard, attributable uplift; preference for pay‑for‑performance.","deal_killer: GM=""No measurable increase in direct bookings or direct booking revenue within the agreed proof period."" vs CM=""No reliable PMS/booking‑engine integration preventing clean attribution and automated actions.""",60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_luxury | reference_switzerland
hotel-tradition-julen-hotel,Tradition Julen Hotel,Zermatt,4,31,721.27,luxury,5549596,42,34,14,65,1000_2000,"Attributable uplift in shoulder-season direct bookings via a weekly decision engine plus on-brand multilingual content, delivered as a low-friction, Swiss-hosted pilot.","PMS/booking-engine integration complexity and owner skepticism of recurring SaaS without fast, attributable ROI.",No PMS/CRM integration,Inability to connect to PMS/booking engine (even export-first) and no credible Swiss luxury reference proving direct-booking uplift.,"Propose a Swiss-hosted, export-first 90-day pilot priced in the CHF 1–2k band, timed to a shoulder season, with a single success metric: +5pp direct share or ≥10% direct revenue uplift vs. last year/clean control. Deliver weekly 3–5 prioritized actions, multilingual (DE/EN/FR/IT) content packs, and Zermatt compset alerts. Include a named Swiss luxury reference, a simple ROI calculator using their ADR/occupancy, a clear phase-2 integration plan with dates, and a monthly opt-out to de-risk owner concerns.",medium,35,15,"Export-first 90-day pilot tied to direct-booking share KPI for Zermatt compset, with Swiss-hosted data and a named Swiss luxury reference; defer full two-way PMS/BE integration to phase 2 with clear milestones.","PMS/booking-engine integration complexity and owner skepticism of recurring SaaS without fast, attributable ROI.",medium,33,12,"Attributable uplift in shoulder-season direct bookings via a weekly decision engine plus on-brand multilingual content, delivered as a low-friction, Swiss-hosted pilot.",Owner’s risk aversion to recurring subscriptions without multi-season proof or a performance-based guarantee; worries about integration effort and data privacy.,"deal_killer: GM=""Inability to connect to PMS/booking engine (even export-first) and no credible Swiss luxury reference proving direct-booking uplift."" vs CM=""Inability to attribute a measurable uplift in direct bookings/revenue during the pilot (no clear ROI).""",90_day_pilot | reference_switzerland | gdpr_swiss_hosting | pms_crm_integration | roi_calculator
hotel-walliserhof-grand-hotel-spa,Walliserhof Grand-Hotel & Spa,Saas-Fee,5,73,472.7,luxury,8564662,42,33,13,66,1000_2000,Replace manual spreadsheets with a PMS-integrated weekly action engine tailored to alpine seasonality that drives measurable direct-booking conversion uplift.,"Attribution skepticism and integration complexity; Owner aversion to higher recurring SaaS without short, credible payback.",No PMS/CRM integration,No two-way PMS/booking-engine integration or inability to show measurable direct-booking uplift during the pilot.,"Propose a 60–90 day shoulder-season pilot with Swiss/GDPR hosting, full PMS/BE integration, and a clear weekly action list. Include Swiss luxury references, a live dashboard demo, and an ROI calculator. Offer monthly opt-out and optional performance-linked pricing to de-risk attribution concerns; commit to white-glove onboarding with minimal team lift.",high,40,15,Replace manual spreadsheets with a PMS-integrated weekly action engine tailored to alpine seasonality that drives measurable direct-booking conversion uplift.,"Attribution skepticism and integration complexity; Owner aversion to higher recurring SaaS without short, credible payback.",medium,25,10,Lead with a 90-day pilot centered on the weekly commercial action dashboard (rate/offer prompts + compset signals) and review intelligence to free 8–10 hours/week and prove a measurable uplift in direct bookings.,"Owner/CFO veto on recurring SaaS without hard, attributable ROI plus integration/privacy (Swiss hosting, DPA) hurdles.","deal_killer: GM=""No two-way PMS/booking-engine integration or inability to show measurable direct-booking uplift during the pilot."" vs CM=""No reliable PMS/booking-engine integration or inability to meet Swiss GDPR/data residency requirements.""",pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | live_dashboard_demo | 60_day_pilot
hotel-7-heavens,7 Heavens,Zermatt,5,25,8174.45,luxury,50722462,41,33,13,70,1000_2000,"Attribution-first, Swiss-hosted pilot proving enquiry→booking conversion uplift for a Zermatt-specific luxury compset, with white-glove onboarding that reduces reliance on the current agency.","Attribution proof and integration complexity with the contact-based booking flow, triggering owner/legal scrutiny and slowing signoff.",No PMS/CRM integration,No PMS/CRM integration to access booking/contact data (or non-compliant data hosting).,"Lead with a Swiss-hosted, white-glove 60–90 day pilot scheduled for the next off-peak window. Commit to integrating the contact enquiry workflow/PMS, deliver a weekly prioritized action list, and run an auditable attribution plan focused on direct enquiries-to-bookings conversion. Bring 1–2 Swiss luxury references, offer performance-linked pricing for the pilot, and frame ROI as replacing fragmented agency hours/junior hire time. Keep internal lift low and pre-negotiate a monthly opt-out with an annual discount if targets are met.",low,35,16,"A tightly-scoped 60–90 day shoulder-season pilot with Swiss-hosted data, PMS/contact-flow integration, and a luxury-grade attribution plan producing a single weekly action list.","Attribution proof and integration complexity with the contact-based booking flow, triggering owner/legal scrutiny and slowing signoff.",low,30,10,"Attribution-first, Swiss-hosted pilot proving enquiry→booking conversion uplift for a Zermatt-specific luxury compset, with white-glove onboarding that reduces reliance on the current agency.",Owner will not approve recurring CHF 3–5k without airtight attribution in the contact-only flow and credible Swiss luxury references; integration complexity and seasonality amplify delay risk.,"deal_killer: GM=""No PMS/CRM integration to access booking/contact data (or non-compliant data hosting)."" vs CM=""Inability to attribute uplift in the contact-only enquiry flow to confirmed bookings.""",reference_luxury | 60_day_pilot | reference_switzerland | 90_day_pilot | pms_crm_integration
hotel-boutique-hotel-corbetta,Boutique Hôtel Corbetta,Les Paccots,4,38,578,upper_upscale,5451465,41,33,11,68,1000_2000,A weekly decision engine that saves a small team time (3–5 prioritized actions) plus multilingual content production that maintains alpine-boutique tone.,"Owner/CFO insistence on clear, conservative CHF profit proof across a full season and concern about any integration that could risk the premium booking experience.",No PMS/CRM integration,"No clean PMS/booking-engine integration/attribution or inability to show a measurable, attributable direct-booking uplift within 60–90 days.","Propose a 60–90 day pilot scheduled for a shoulder period. Commit to: 1) plug-and-play PMS/booking-engine integration and Swiss/GDPR hosting, 2) weekly one-page action plan the GM can execute, 3) CHF-based ROI reporting (baseline vs. test with conservative attribution), 4) FR-first content templates and light white-glove onboarding, 5) monthly opt-out and clear division of responsibilities to avoid team overload, 6) a Swiss boutique mountain reference call. Avoid overpromising; focus on measurable direct revenue lift and reduced GM time.",medium,30,10,"A tightly-scoped 60–90 day, Swiss-hosted pilot that integrates cleanly with the booking engine, produces a weekly one-page action list, and reports CHF-denominated incremental direct revenue with conservative attribution.","Owner/CFO insistence on clear, conservative CHF profit proof across a full season and concern about any integration that could risk the premium booking experience.",medium,35,12,A weekly decision engine that saves a small team time (3–5 prioritized actions) plus multilingual content production that maintains alpine-boutique tone.,Owner conservatism combined with ROI attribution/tracking friction; fear of disrupting current booking flow and data-privacy/hosting concerns.,"deal_killer: GM=""No clean PMS/booking-engine integration/attribution or inability to show a measurable, attributable direct-booking uplift within 60–90 days."" vs CM=""No measurable increase in direct bookings or conversion within the agreed proof period.""",roi_calculator | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | 60_day_pilot
hotel-courtyard-by-marriott-zuerich-nord,Courtyard by Marriott Zürich Nord,Zürich,4,152,267.32,business_conference,10085021,41,35,12,70,1000_2000,"A weekly, prioritized decision engine that turns compset signals + guest sentiment into executable tasks and multilingual content (not just another dashboard), complementing Marriott tools rather than duplicating them.",Marriott corporate IT/security and procurement approvals for data access and vendor onboarding.,No PMS/CRM integration,Inability to secure Marriott-compliant PMS/CRS/booking-engine integration and data access.,"Lead with a staged, Marriott-friendly pilot: 90-day read-only deployment hosted in Switzerland/EU, delivering a weekly commercial action pack and measurable direct-booking share indicators. Provide Swiss branded-hotel references, security/GDPR docs, and a clear integration roadmap (phase 1 read-only, phase 2 PMS/CRS once approved). Price in the 1–2k/month band with optional performance component and monthly opt-out; include a ROI calculator tied to direct share and RevPAR. Emphasize time-saved vs. manual reporting (8–10 hrs/week) and minimal overlap with existing Marriott analytics.",low,30,9,"Procurement-safe, read-only pilot focused on compset/review intelligence and a weekly ‘do this now’ action pack (rate/offer/channel moves + multilingual direct-booking copy), deferring any PMS/CRS write integrations until brand approval.",Marriott corporate IT/security and procurement approvals for data access and vendor onboarding.,low,40,15,"A weekly, prioritized decision engine that turns compset signals + guest sentiment into executable tasks and multilingual content (not just another dashboard), complementing Marriott tools rather than duplicating them.",Marriott corporate/regional tech governance and procurement controlling PMS/CRS integrations and vendor approvals.,"deal_killer: GM=""Inability to secure Marriott-compliant PMS/CRS/booking-engine integration and data access."" vs CM=""No viable Marriott/PMS integration path or failure to meet Marriott/Swiss data privacy and brand governance requirements.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | live_dashboard_demo | roi_calculator
