slug,name,location,stars,superior,rooms,adr_chf,price_category,revenue_proxy_chf,segment,direct_booking,positioning,tone
hotel-hotel-lenzerhorn-alpine-stay-spa-savour,"Hotel Lenzerhorn – Alpine Stay, Spa & Savour",Lenzerheide/Lai,4,false,38,303.03,Premium,2858058,upper_upscale,true,Alpine wellness | Luxury accommodations | Culinary offerings | Spa | Wellness | Restaurant,alpine-luxury
hotel-hotel-les-armures,Hôtel Les Armures,Genève,5,false,32,467.81,Premium,3715534,luxury,true,boutique hotel | historical charm | intimate atmosphere | refined dining | central location | wellness,elegant-boutique
hotel-hotel-lido-seegarten,Hotel Lido Seegarten,Lugano,4,false,64,320.29,Premium,5087743,upper_upscale,true,Lakefront location | Family-run for nearly 100 years | Close to city center | Various stay options | Personalized service | Restaurant,comfortable-style
hotel-hotel-loewen-am-see,Hotel Löwen am See,Zug,4,false,47,447.43,Premium,5219450,upper_upscale,true,urban charming stay | culinary excellence | event hosting | Bar | Valutazione su Ginto,contemporary-comfort
hotel-hotel-lounge-lago-maggiore,Hotel & Lounge Lago Maggiore,Locarno,4,false,46,366.75,Premium,4187258,upper_upscale,true,lungolago | modern design | comfort and style | Spa | Restaurant | Bar,understated-luxury
hotel-hotel-maerthof,Hotel Märthof,Basel,4,true,68,368.38,Premium,6217370,upper_upscale,true,city-center location | wellness facilities | unique room designs | fine dining | direct booking advantages | Spa,boutique-luxury
hotel-hotel-maistra-160,Hotel Maistra 160,Pontresina,4,true,47,441.73,Premium,5152957,upper_upscale,false,High Alpine Living | Culinary Excellence | Spa and Wellness | Spa | Restaurant | Bar,understated-luxury
hotel-hotel-matthiol,Hotel Matthiol,Zermatt,4,true,31,618.58,Premium,4759478,upper_upscale,true,boutique accommodations | alpine experience | families and friends retreats | Spa | Restaurant | Bar,alpine-boutique
hotel-hotel-metropol-spa-zermatt,Hotel Metropol & Spa Zermatt,Zermatt,4,false,20,534.64,Premium,2653953,upper_upscale,true,family-friendly | spa | alpine views | local cuisine | outdoor activities | Restaurant,family-leisure
hotel-hotel-metropole-geneve,Hôtel Métropole Genève,Genève,5,true,102,621.03,Premium,15722244,luxury,true,luxury | family-friendly | scenic location | dining experience | event spaces | Spa,luxury
hotel-hotel-monte-rosa,Hotel Monte Rosa,Zermatt,4,false,41,775.06,Premium,7887166,luxury,true,alpine hospitality | historic elegance | culinary experiences | Spa | Wellness | Restaurant,understated-luxury
hotel-hotel-muerren-palace,Hotel Mürren Palace,Mürren,4,true,49,398.53,Premium,4846842,upper_upscale,true,Alpine lifestyle | Historical significance | Wellness retreat | Spa | Wellness | Restaurant,alpine-boutique
hotel-hotel-national,Hotel National,Zermatt,4,true,54,260.8,,3495450,upper_upscale,true,mountain wellness | family-friendly atmosphere | personalized service | Spa | Wellness | Restaurant,understated-luxury
hotel-hotel-nendaz-4-vallees-spa,Hôtel Nendaz 4 Vallées & Spa,Haute-Nendaz,4,true,62,319.48,Premium,4916286,upper_upscale,true,spa wellness | family-friendly | alpine luxury | ski services | wellness retreats | Spa,alpine-luxury
hotel-hotel-nira-alpina,Hotel NIRA ALPINA,Silvaplana,4,true,70,754.69,Premium,13111984,luxury,true,Alpine retreat | Luxury accommodations | Wellness experiences | Biking | Hiking | Snowsports,understated-luxury
hotel-hotel-olden,Hotel Olden,Gstaad,4,true,8,587.62,Premium,1166778,upper_upscale,true,luxury accommodation | traditional architecture | modern amenities | personalized service | culinary excellence | Restaurant,understated-luxury
hotel-hotel-palafitte,Hôtel Palafitte,Neuchâtel,5,false,38,292.58,,2759498,luxury,true,lakefront luxury | wellness escapes | culinary experiences | Spa | Wellness | Restaurant,relaxed-luxury
hotel-hotel-piz-buin,Hotel Piz Buin,Klosters,4,true,53,314.59,Premium,4138306,upper_upscale,true,Alpine comfort | Wellness retreat | Culinary experience | Luxury accommodation | Spa | Wellness,alpine-luxury
hotel-hotel-riffelalp-resort-2222-m,Hotel Riffelalp Resort 2222 m,Zermatt,5,true,70,892.71,Luxury,15509944,luxury,true,alpine wellness | tranquility | fine dining | Spa | Restaurant | Meeting rooms,rustic-luxury
hotel-hotel-riffelhaus-1853,Hotel Riffelhaus 1853,Zermatt,4,false,25,671.56,Premium,4167030,upper_upscale,true,alpine adventure | culinary experiences | wellness spa | Spa | Restaurant | Bar,alpine-boutique
hotel-hotel-rotary-geneva-mgallery,Hotel Rotary Geneva MGallery,Genève,4,true,95,294.21,,6937178,upper_upscale,true,Boutique-style | Comfortable City Stay | Proximity to Lake Geneva | Spa | Wellness | Restaurant,understated-luxury
hotel-hotel-royal-3,Hôtel Royal,Crans-Montana,5,false,51,383.05,Premium,4848724,luxury,false,alpine wellness | family-friendly | chalet-style | Spa | Restaurant | Ski services,chalet-boutique
hotel-hotel-saratz,Hotel Saratz,Pontresina,4,false,91,400.16,Premium,9038094,upper_upscale,true,winter sports | fine dining | wellness and relaxation | family-friendly experiences | event hosting | Spa,upscale-leisure
hotel-hotel-schweizerhof-1,Hotel Schweizerhof,Zermatt,4,true,95,294.21,,6937178,upper_upscale,true,luxury design | mountain wellness | ski access | Spa | Wellness | Restaurant,luxury
hotel-hotel-schweizerhof-bern-spa,Hotel Schweizerhof Bern & Spa,Bern,5,true,99,433.58,Premium,10653841,luxury,false,Wellness | Gastronomie | Stadtblick | Spa | Business | Congresses,understated-luxury
hotel-hotel-schweizerhof-lenzerheide,Hotel Schweizerhof Lenzerheide,Lenzerheide/Lai,4,true,74,318.66,Premium,5852764,upper_upscale,true,alpine wellness | culinary experience | sustainability | modern design | Spa | Wellness,rustic-elegance
hotel-hotel-schweizerhof-luzern,Hotel Schweizerhof Luzern,Luzern,5,false,101,387.94,Premium,9724958,luxury,true,Luxury accommodation | Cultural events | Historic significance | Wellness services | Fine dining | Spa,luxury
hotel-hotel-schweizerhof-st-moritz,Hotel Schweizerhof St. Moritz,St. Moritz,4,false,82,467.81,Premium,9521056,upper_upscale,true,Alpine wellness | Culinary experiences | Family-friendly accommodations | Ski access | Central location | Historical charm,luxury-charm
hotel-hotel-schweizerhof-zuerich,Hotel Schweizerhof Zürich,Zürich,5,false,95,784.03,Premium,18486643,luxury,true,historic charm | modern luxury | central location | business-friendly | culinary excellence | Restaurant,understated-luxury
hotel-hotel-seedamm-plaza,Hotel Seedamm Plaza,Pfäffikon SZ,4,false,142,299,,10538076,business_conference,true,hotel wellness | dining and nightlife | event location | meetings and seminars | family activities | Spa,alpine-wellness
hotel-hotel-seehof-davos,Hotel Seehof Davos,Davos Dorf,5,false,114,276.28,,7817287,luxury,true,alpine heritage | family-friendly | culinary experiences | wellness retreat | nature excursions | Spa,elegant-traditional
hotel-hotel-seepark-thun,Hotel Seepark Thun,Thun,4,true,91,264.06,,5964112,upper_upscale,true,seminars | weddings | culinary experiences | events | wellness | Spa,relaxation-luxury
hotel-hotel-simi,Hotel Simi,Zermatt,4,false,42,439.28,Premium,4579230,upper_upscale,true,wellness | family-friendly | central location | Spa | Restaurant | Bar,comfortable-leisure
hotel-hotel-sonne-4,Hotel Sonne,Zermatt,4,true,48,475.14,Premium,5660628,upper_upscale,true,wellness retreat | winter packages | family-friendly | gourmet dining | conferences and events | Spa,relaxing-luxury
hotel-hotel-st-gotthard,Hotel St. Gotthard,Zürich,4,true,139,363.49,Premium,12540332,upper_upscale,true,hospitality | timeless elegance | central location | business events | culinary experiences | Spa,understated-luxury
hotel-hotel-steffani,Hotel Steffani,St. Moritz,4,false,61,461.29,Premium,6984023,upper_upscale,true,family-owned heritage | luxury boutique | wellness retreat | culinary experiences | ski access | Spa,luxury-boutique
hotel-hotel-suvretta-house,Hotel Suvretta House,St. Moritz,5,true,176,779.95,Premium,34070712,luxury,true,alpine wellness | luxury | family-friendly | Spa | Wellness | Biking,understated-luxury
hotel-hotel-valrose,Hotel Valrose,Rougemont,4,false,12,390,Premium,1161576,upper_upscale,true,four-star comfort | alpine village charm | gourmet dining | Restaurant | Bar | Boutique,charming-alpine
hotel-hotel-vitznauerhof,Hotel Vitznauerhof,Vitznau,4,true,53,257.54,,3387836,upper_upscale,true,alpine wellness | luxury comfort | culinary experiences | historic charm | event space | Spa,boutique-luxury
hotel-hotel-waldegg,Hotel Waldegg,Engelberg,4,false,32,474.33,Premium,3767319,upper_upscale,true,adults-only | wellness | fine dining | alpine views | luxury | Spa,luxury
hotel-hotel-waldhaus-1,Hotel Waldhaus,Sils/Segl Maria,5,false,140,581,Premium,20188588,luxury,true,charming mountain village | family-friendly | legendary history | culinary experiences | wellness spa | Spa,understated-luxury
hotel-hotel-wellenberg,Hotel Wellenberg,Zürich,4,false,44,555.83,Premium,6070108,upper_upscale,true,central location | comfortable accommodation | urban experience | Boutique,welcoming
hotel-hotel-zermama,Hotel ZERMAMA,Zermatt,4,false,29,480.85,Premium,3461062,upper_upscale,true,Cozy and Cool | Family-inspired hospitality | Mountain adventure | Cultural richness | Bar | Family-friendly,family-leisure
hotel-huus-gstaad-hotel,HUUS Gstaad Hotel,Saanen,4,true,136,347.19,Premium,11719468,upper_upscale,true,alpine charm | modern elegance | culinary experiences | wellness | group events | Spa,alpine-boutique
hotel-in-lain-hotel-cadonau,In Lain Hotel Cadonau,Brail,5,true,14,751.43,Premium,2611069,luxury,false,alpine wellness | culinary experiences | luxurious stays | family-friendly accommodations | Spa | Wellness,luxury-boutique
hotel-intercityhotel-geneva,IntercityHotel Geneva,Châtelaine,4,false,270,262,,17557668,business_conference,true,urban wellness | business travel | city exploration | well-connected | Spa | Restaurant,modern-business
hotel-kempinski-palace-engelberg,Kempinski Palace Engelberg,Engelberg,5,true,129,806.03,Luxury,25807307,luxury,true,luxury resort | wellness spa | fine dining | event facilities | alpine destination | Spa,understated-luxury
hotel-kurhotel-im-park,Kurhotel Im Park,Schinznach Bad,4,false,32,351.26,Premium,2789847,upper_upscale,true,wellness and relaxation | family-friendly activities | culinary delights | rehabilitation services | golf | Spa,wellness-retreat
hotel-kurve-apartments-lounge,KURVE Apartments & Lounge,Adelboden,4,false,38,330.07,Premium,3113088,upper_upscale,true,urban-meeting-place | outdoor-adventure | family-friendly | self-check-in | Spa | Meeting rooms,modern-lively
hotel-la-palma-au-lac-hotel-spa,LA PALMA AU LAC HOTEL & SPA,Locarno,4,false,70,340,Premium,5907160,upper_upscale,true,lakeside luxury | wellness retreat | modern design | culinary excellence | Spa | Wellness,luxury
hotel-la-reserve-geneve-hotel-spa-and-villa,"La Réserve Genève Hotel, Spa and Villa",Bellevue,5,true,102,578.82,Premium,14653639,luxury,true,lakefront retreat | wellness spa | family-friendly services | culinary excellence | nature immersion | Spa,luxury-relaxation
hotel-la-val-hotel-spa,La Val Hotel & Spa,Breil/Brigels,4,true,38,516.71,Premium,4873402,upper_upscale,true,alpine wellness | luxury hideaway | award-winning spa | cuisine excellence | family-friendly | pet-friendly,luxury-alpine
hotel-laret-private-boutique-hotel-adults-only,LARET private Boutique Hotel - Adults only,Samnaun-Compatsch,4,false,15,506.93,Premium,1887300,upper_upscale,false,adults-only | romantic getaway | alpine tranquility | stylish ambiance | personalized service | Ski services,understated-luxury
hotel-lausanne-palace,Lausanne Palace,Lausanne,5,true,139,351.26,Premium,12118400,luxury,true,historic charm | luxury accommodation | cultural experiences | gastronomic excellence | wellness retreat | Spa,luxury
hotel-le-grand-bellevue,Le Grand Bellevue,Gstaad,5,true,57,665.85,Premium,9420046,luxury,false,luxury accommodations | gourmet dining | wellness and spa | outdoor activities | family-friendly | business conferences,understated-luxury
hotel-le-mirabeau-resort-spa,Le Mirabeau Resort & Spa,Zermatt,4,true,78,425.43,Premium,8236155,upper_upscale,false,family-run | French flair | wellness | fine dining | mountain views | Spa,upscale-boutique
hotel-le-mirador-resort-spa,Le Mirador Resort & Spa,Le Mont-Pèlerin,5,false,64,433.58,Premium,6887332,luxury,true,wellness | culinary experience | luxury accommodation | meeting and event spaces | stunning views | Spa,luxury
hotel-lecrans-hotel-spa,LeCrans Hotel & Spa,Crans-Montana,5,true,16,277.1,,1100420,luxury,false,alpine wellness | fine dining | luxury spa | family-friendly suites | panoramic views | adventure experiences,luxury-boutique
hotel-lenkerhof-gourmet-spa-resort,Lenkerhof gourmet spa resort,Lenk im Simmental,5,true,83,598.21,Premium,12323485,luxury,true,gourmet dining | wellness and spa | scenic location | luxury accommodation | family-friendly | Spa,understated-luxury
hotel-limmathof-private-spa,Limmathof Private Spa,Baden,4,false,11,413.2,Premium,1128119,upper_upscale,true,wellness and spa | historical thermal source | individual guest experience | Spa | Wellness | Suites,upscale-relaxation
hotel-luganodante-boutique-lifestyle-hotel,LUGANODANTE Boutique & Lifestyle Hotel,Lugano,4,true,85,309.7,Premium,6533741,upper_upscale,true,Boutique and lifestyle | Urban lounge | Relaxing garden | Hybrid hospitality | Restaurant | Bar,modern-design
hotel-maerchenhotel-braunwald-18,Märchenhotel Braunwald,Braunwald,4,true,42,1200,Luxury,12509280,luxury,false,family-friendly | wellness escape | winter activities | alpine adventure | storybook experience | Spa,family-leisure
hotel-maiensaesshotel-guardaval,Maiensässhotel Guardaval,Lenzerheide/Lai,4,true,50,995,Luxury,12347950,luxury,true,rustic charm | mountain wellness | gourmet cuisine | romantic getaway | family ski holidays | Spa,luxury-nature
hotel-mandarin-oriental-geneva,Mandarin Oriental Geneva,Genève,5,true,178,770.17,Premium,34025803,luxury,true,luxury hospitality | river views | family-friendly accommodations | dining options | wellness offerings | events and meetings,luxury
hotel-mandarin-oriental-palace-luzern,"Mandarin Oriental Palace, Luzern",Luzern,5,true,136,638.14,Premium,21540543,luxury,true,luxury experience | spectacular lake views | culinary excellence | wellness offerings | family-friendly | Spa,luxury
hotel-mandarin-oriental-savoy,Mandarin Oriental Savoy,Zürich,5,true,80,728.61,Premium,14467280,luxury,true,luxury hotels | resorts | private vacation homes | exceptional service | contemporary luxury | Spa,luxury
hotel-marktgasse-hotel,Marktgasse Hotel,Zürich,4,false,39,351,Premium,3397610,upper_upscale,true,historic charm | boutique experience | city retreat | Spa | Meeting rooms | Design,boutique-luxury
hotel-me-and-all-hotel-flims-by-hyatt,Me and All Hotel Flims by Hyatt,Flims Dorf,4,false,73,408.36,Premium,7398911,upper_upscale,true,four-star comfort | nature harmony | wellness services | Spa | Wellness | Restaurant,modern-design
hotel-melchtal-resort,Melchtal Resort,Melchtal,4,false,20,326.81,Premium,1622285,upper_upscale,true,serviced apartments | wellness | outdoor activities | family-friendly | local cuisine | Spa,elegant-comfort
hotel-moevenpick-hotel-lausanne,Mövenpick Hotel Lausanne,Lausanne,4,true,337,322.74,Premium,26995071,upper_upscale,true,luxury lakeside stay | sustainable travel | event and meeting facilities | Spa | Restaurant | Bar,understated-luxury
hotel-mont-cervin-palace,Mont Cervin Palace,Zermatt,5,true,150,556.64,Premium,20723707,luxury,true,alpine wellness | fine dining | family-friendly accommodations | luxury heritage | alpine views | Spa,luxury-alpine
hotel-montela-apartment-hotel-resort-holiday-stay,MONTELA Apartment-Hotel & Resort - Holiday Stay,Saas-Grund,4,false,77,850,Luxury,16244690,luxury,true,central location | state-of-the-art apartments | family-friendly | flexible service options | wellness | Spa,family-leisure
hotel-morosani-posthotel,Morosani Posthotel,Davos Platz,4,false,90,304,Premium,6790752,upper_upscale,true,elegant accommodations | welcoming ambiance | historic charm | dining experiences | event hosting | Restaurant,understated-luxury
hotel-morosani-schweizerhof,Morosani Schweizerhof,Davos Platz,4,true,100,421.35,Premium,10457907,upper_upscale,true,elegant accommodations | relaxed atmosphere | fine dining | meeting facilities | long-established hospitality | Restaurant,elegant-luxury
hotel-naco-aparthotel-by-arca,Naco Aparthotel by Arca,Zermatt,4,false,28,326.81,Premium,2271199,upper_upscale,true,wellness | cozy accommodation | kitchenette facilities | local cuisine | mountain activities | Spa,cozy-practical
hotel-neues-schloss-privat-hotel-zuerich,Neues Schloss Privat Hotel Zürich,Zürich,5,false,57,524.86,Premium,7425404,luxury,false,Business | Design,
hotel-nomad-design-lifestyle-hotel,Nomad Design & Lifestyle Hotel,Basel,4,false,65,533.01,Premium,8599050,upper_upscale,true,design-led | lifestyle | central location | Bar | Meeting rooms | Suites,modern-design
hotel-nomad-lodge-by-cervo-mountain-resort,Nomad Lodge by CERVO Mountain Resort,Zermatt,4,false,13,392,Premium,1264827,upper_upscale,true,alpine wellness | exploration | luxury accommodations | culinary experience | community-oriented | mindful lifestyle,casual-luxury
hotel-novotel-lugano-paradiso,Novotel Lugano Paradiso,Paradiso,4,true,96,299.92,,7146254,upper_upscale,true,Family-friendly | Ecocertified | Business accommodations | Mediterranean cuisine | Wellness amenities | Spa,family-leisure
hotel-oberwaid-das-hotel-die-klinik,Oberwaid - Das Hotel. Die Klinik.,St. Gallen,4,true,36,283.62,,2534201,upper_upscale,false,modern medicine | wellness | luxury hospitality | nature retreat | medical expertise | Spa,understated-luxury
hotel-park-hotel-am-rhein,Park-Hotel am Rhein,Rheinfelden,4,false,36,326.81,Premium,2920113,upper_upscale,true,spa wellness | cuisine | relaxation | medical wellness | hospitality | Spa,wellness
hotel-park-hotel-principe,PARK HOTEL PRINCIPE,Montagnola,4,false,42,348,Premium,3627691,upper_upscale,true,relaxed hospitality | green park setting | spacious rooms | wellness and fitness | Half Board dining | Spa,relaxed-leisure
hotel-park-hotel-zug,Park Hotel Zug,Zug,4,true,109,391.2,Premium,10583447,upper_upscale,true,luxury accommodation | wellness facilities | cuisine | central location | family-friendly | Spa,modern-luxury
hotel-park-hyatt-zurich,Park Hyatt Zurich,Zürich,5,true,138,733.5,Premium,25123549,luxury,true,luxury | spa wellness | fine dining | city-center location | weddings and celebrations | Spa,understated-luxury
hotel-parkhotel-delta-wellbeing-resort,Parkhotel Delta Wellbeing Resort,Ascona,4,true,63,276.28,,4320080,upper_upscale,true,lake-side retreat | nature-focused | personalized service | Spa | Restaurant | Meeting rooms,family-leisure
hotel-postresidenz-am-see,Postresidenz am See,Arosa,5,false,29,383.05,Premium,2757117,luxury,true,alpine luxury | direct ski access | spa services | fine dining | Spa | Restaurant,premium-alpine
hotel-pradas-resort,Pradas Resort,Breil/Brigels,4,false,83,277.1,,5708426,serviced_apartments,true,family-friendly | wellness retreat | outdoor activities | lake resort | sustainable tourism | Spa,family-leisure
hotel-radisson-blu-hotel-reussen-andermatt,"Radisson Blu Hotel Reussen, Andermatt",Andermatt,4,true,179,398.53,Premium,17705811,upper_upscale,true,spa | luxury | indoor heated pool | couples | great location | Wellness,luxury
hotel-reka-ferienanlage-chesa-engiadina-madulain,Reka-Ferienanlage Chesa Engiadina Madulain,Madulain,4,false,16,2249,Luxury,8931229,luxury,true,Boutique-style | Family-friendly | Wellness | Outdoor activities | Swiss Bike Hotel | Spa,family-leisure
hotel-reka-ferienanlage-scuol,Reka-Ferienanlage Scuol,Scuol,4,false,18,351.26,Premium,1569289,upper_upscale,true,Family-friendly accommodations | Outdoor activities | Wellness and relaxation | Biking and hiking | Spa | Wellness,family-leisure
hotel-reka-feriendorf-hasliberg,Reka-Feriendorf Hasliberg,Hasliberg Wasserwendi,4,false,60,491.93,Premium,7325822,upper_upscale,true,family-friendly accommodation | wellness services | outdoor activities | children's programs | ski access | Spa,family-leisure
hotel-relais-chateaux-chasa-montana,Relais & Châteaux Chasa Montana,Samnaun Dorf,5,true,45,396.9,Premium,4432976,luxury,true,Alpine luxury hideaway | Gourmet culinary experiences | Wellness and relaxation | Outdoor adventures | Exclusive packages | Spa,understated-luxury
hotel-relais-chateaux-hotel-walther,Relais & Châteaux Hotel Walther,Pontresina,4,true,70,290,,5038460,upper_upscale,true,family-friendly | wellness | alpine tradition | culinary diversity | outdoor activities | Spa,modern-alpine
hotel-renaissance-zurich-tower-hotel,Renaissance Zurich Tower Hotel,Zürich,5,false,300,277.91,,20693179,luxury,true,urban adventure | family-friendly | business travel | culinary experiences | design-inspired | Spa,modern-comfort
hotel-resort-hof-weissbad,Resort Hof Weissbad,Weissbad,4,true,90,440.91,Premium,9849048,upper_upscale,true,wellness retreat | family-friendly | nature experience | culinary excellence | outdoor activities | Spa,relaxed-luxury
hotel-rocksresort,rocksresort,Laax GR 2,4,false,186,321.92,Premium,14861501,upper_upscale,true,Family-friendly | Ski-in/Ski-out | Luxury apartments | Nature experiences | Year-round activities | Wellness,family-leisure
hotel-romantik-hotel-saentis,Romantik Hotel Säntis,Appenzell,4,false,36,334.15,Premium,2985697,upper_upscale,true,Tradition | Comfort | Culinary Experiences | Wellness | Business Facilities | Spa,traditional-comfort
hotel-royal-savoy-hotel-spa,Royal Savoy Hotel & Spa,Lausanne,5,false,196,682,Premium,33177390,luxury,false,luxurious 5-star hotel | historic charm | modern elegance | spa services | breathtaking views | Spa,timeless-elegance
hotel-schloss-zermatt,SCHLOSS Zermatt,Zermatt,4,true,61,374.9,Premium,5676061,upper_upscale,true,wellness retreat | fitness and yoga | CBD spa | alpine wellness | luxury accommodations | Spa,wellness-luxury
hotel-schweizerhaus-swiss-quality-hotel,Schweizerhaus Swiss Quality Hotel,Maloja,4,false,22,414.83,Premium,2165205,upper_upscale,true,rustic traditional | modern trendy | family-friendly | wellness and outdoor activities | culinary excellence | Spa,rustic-modern
hotel-schweizerhof-flims-romantik-hotel,"Schweizerhof Flims, Romantik Hotel",Flims Waldhaus,4,false,48,320.29,Premium,3815807,upper_upscale,true,wellness spa | historical charm | romantic getaway | yoga retreats | family-friendly services | Spa,understated-luxury
hotel-seehotel-pilatus,Seehotel Pilatus,Hergiswil NW,4,false,72,803.59,Luxury,14360475,luxury,false,wellness | culinary | panoramic views | relaxation | event spaces | Spa,understated-luxury
hotel-seehotel-waldstaetterhof-swiss-quality,Seehotel Waldstätterhof Swiss Quality,Brunnen,4,false,104,491.44,Premium,12685442,upper_upscale,true,Lakefront location | Alpine wellness | Culinary experiences | Event hosting | Family-friendly atmosphere | Spa,traditional-luxury
hotel-seerose-resort-spa,Seerose Resort & Spa,Meisterschwanden,4,false,90,381.42,Premium,8520160,upper_upscale,true,Thai hospitality | luxurious spa experience | fine dining | romantic getaways | event hosting | Spa,luxury-resort
hotel-silvretta-parkhotel,Silvretta Parkhotel,Klosters,4,false,74,373.27,Premium,6855775,upper_upscale,true,family-friendly | wellness | sports activities | traditional cuisine | Spa | Restaurant,family-leisure
hotel-six-senses-crans-montana,Six Senses Crans-Montana,Crans-Montana,5,true,76,740.83,Premium,13974424,luxury,true,Alpine wellness | Ski-in/Ski-out access | Luxury getaway | Cultural experiences | Gourmet dining | Spa,luxury-alpine
hotel-solbadhotel-sigriswil,Solbadhotel Sigriswil,Sigriswil,4,false,72,372.45,Premium,6655830,upper_upscale,true,wellness retreat | regional cuisine | panoramic views | Spa | Wellness | Restaurant,wellness-luxury
hotel-sonnmatt-luzern,Sonnmatt Luzern,Luzern,4,true,41,422.98,Premium,4304329,upper_upscale,true,health and wellness | senior living | cultural engagement | gourmet dining | Spa | Wellness,wellness-retreat
hotel-sorell-boutique-hotel-st-peter,Sorell Boutique-Hotel St. Peter,Zürich,4,true,44,393.64,Premium,4298864,upper_upscale,true,Boutique hotel | Central location | Modern design | Cozy dining experience | Wellness facilities | Spa,boutique-luxury
hotel-storchen-zuerich,Storchen Zürich,Zürich,5,false,64,767.73,Premium,12195238,luxury,true,Boutique hotel | Fine dining restaurant | Rooftop bar | Social hub | Spa | Restaurant,upscale-boutique
hotel-sunstar-hotel-brissago,Sunstar Hotel Brissago,Brissago,4,false,32,365.94,Premium,2906442,upper_upscale,true,culinary experience | wellbeing | Italian charm | Spa | Wellness | Restaurant,luxury-leisure
hotel-sunstar-hotel-grindelwald,Sunstar Hotel Grindelwald,Grindelwald,4,false,218,361.86,Premium,19579376,upper_upscale,true,wellness | seminar hotel | spectacular mountain views | family-friendly | early booking discount | Spa,wellness-luxury
hotel-sunstar-hotel-lenzerheide,Sunstar Hotel Lenzerheide,Lenzerheide/Lai,4,false,88,394.46,Premium,8615638,upper_upscale,true,active lifestyle | family-friendly | wellness retreat | alpine adventure | Spa | Wellness,active-leisure
hotel-swiss-alpine-hotel-allalin,Swiss Alpine Hotel Allalin,Zermatt,4,false,30,612.06,Premium,4557399,upper_upscale,true,alpine wellness | comfortable accommodation | family-run hospitality | best-price guarantee | Spa | Wellness,comfortable
hotel-swiss-diamond-boutique-hotel-la-romantica,Swiss Diamond Boutique Hotel La Romantica,Melide,5,true,26,536.27,Premium,3460658,luxury,true,timeless elegance | contemporary design | lake view | wellness | culinary experiences | Spa,elegant-sophistication
hotel-swiss-diamond-hotel,Swiss Diamond Hotel,Vico Morcote,5,false,87,311.33,Premium,6722673,luxury,true,luxury | elegant accommodations | romantic getaway | wellness services | fine dining | Spa,luxury
hotel-swiss-hotel-apartments-interlaken,Swiss Hotel Apartments Interlaken,Interlaken,5,false,20,286.06,,1420002,luxury,true,luxurious apartments | easy mountain access | family-friendly | high-standard furnishings | mountain views | Spa,luxury
hotel-swiss-luxury-apartments,Swiss Luxury Apartments,Genève,5,false,24,497.96,Premium,2966248,luxury,true,luxurious accommodation | business-friendly services | modern amenities | Spa | Restaurant | Bar,luxury
hotel-the-alpina-gstaad,The Alpina Gstaad,Gstaad,5,true,56,690.3,Premium,9594618,luxury,true,luxury | Alpine experience | personalized service | wellness | Spa | Restaurant,understated-luxury
hotel-the-cambrian,The Cambrian,Adelboden,4,true,72,400.16,Premium,7151019,upper_upscale,true,Alpine wellness | Local culinary experiences | Outdoor activities | Relaxation and rejuvenation | Spa | Wellness,modern-alpine
hotel-the-capra-saas-fee,The Capra Saas-Fee,Saas-Fee,5,true,38,652.81,Premium,6157043,luxury,false,luxury | wellness | alpine lodge | ski-in ski-out | local dining | Spa,luxury-boutique
hotel-the-dolder-grand,The Dolder Grand,Zürich,5,true,175,742.46,Premium,32248750,luxury,true,luxury experience | culinary excellence | wellness and spa | special events | Spa | Bar,understated-luxury
hotel-the-glacier-hotel,The Glacier Hotel,Les Diablerets,4,true,110,541.16,Premium,14774750,upper_upscale,true,Alpine elegance | Wellness | Ski-in/Ski-out | Gastronomy | Nature retreats | Spa,alpine-luxury
hotel-the-omnia,The Omnia,Zermatt,5,true,30,798.7,Premium,5947120,luxury,true,wellness | alpine luxury | personalized service | Spa | Suites | Design,alpine-luxury
hotel-the-view-lugano,The View Lugano,Lugano,5,true,18,1222.5,Luxury,5461641,luxury,true,luxury | wellness | gourmet experience | design | nature | panoramic views,luxury
hotel-tradition-julen-hotel,Tradition Julen Hotel,Zermatt,4,true,31,721.27,Premium,5549596,luxury,true,traditional chalet style | family-run | wellness and spa | alpine authenticity | gourmet dining | active leisure,alpine-boutique
hotel-ultima-hotel-gstaad,Ultima Hotel Gstaad,Gstaad,5,true,17,693.56,Premium,2926407,luxury,true,Alpine luxury | Bespoke experiences | Wellness retreat | Fine dining | Art collection | Spa,luxury
hotel-unique-hotel-innere-enge,Unique Hotel Innere Enge,Bern,4,true,26,253.46,,1635628,upper_upscale,true,jazz heritage | culinary experiences | live music | Spa | Bar | Suites,arts-leisure
hotel-unique-hotel-post,Unique Hotel Post,Zermatt,4,true,29,616.95,Premium,4440683,upper_upscale,true,trendy lifestyle | mountain lodge design | culinary diversity | wellness | event hosting | Spa,modern-lifestyle
hotel-valbella-resort,Valbella Resort,Valbella,4,true,121,435.21,Premium,13070314,upper_upscale,true,wellness retreat | family-friendly | culinary experiences | winter sports | nature experiences | Spa,luxury-leisure
hotel-valsana-hotel-arosa,Valsana Hotel Arosa,Arosa,4,true,49,276.28,,3360062,upper_upscale,true,modern mountain base | sustainable luxury | wellness and relaxation | nature exploration | culinary experiences | Spa,sustainable-luxury
hotel-victoria-jungfrau-grand-hotel-spa,Victoria-Jungfrau Grand Hotel & Spa,Interlaken,5,true,216,725.35,Premium,38886884,luxury,true,wellness retreat | fine dining | business events | family-friendly escape | alpine experiences | Spa,luxury-relaxation
